Size: 149
choose) 45 (0.302)
want) 42 (0.282)
know) 40 (0.268)
appreciate) 37 (0.248)
strong) 30 (0.201)
take) 28 (0.188)
many) 27 (0.181)
give) 26 (0.174)
go) 24 (0.161)
come) 23 (0.154)
care) 23 (0.154)
get) 23 (0.154)
manage) 21 (0.141)
learn) 20 (0.134)
high) 19 (0.128)
feel) 18 (0.121)
lead) 18 (0.121)
achieve) 17 (0.114)
make) 16 (0.107)
live) 16 (0.107)
set) 16 (0.107)
help) 16 (0.107)
create) 16 (0.107)
look) 15 (0.101)
work) 15 (0.101)
bring) 14 (0.094)
great) 14 (0.094)
personal) 14 (0.094)
find) 14 (0.094)
need) 14 (0.094)
try) 14 (0.094)
believe) 13 (0.087)
develop) 13 (0.087)
show) 13 (0.087)
love) 12 (0.081)
understand) 12 (0.081)
optimistic) 12 (0.081)
inspire) 11 (0.074)
hard) 11 (0.074)
strive) 11 (0.074)
successful) 11 (0.074)
experience) 11 (0.074)
accept) 10 (0.067)
stand) 10 (0.067)
human) 10 (0.067)
seem) 10 (0.067)
see) 10 (0.067)
succeed) 10 (0.067)
happy) 10 (0.067)
able) 9 (0.060)
sweep) 9 (0.060)
difficult) 9 (0.060)
change) 9 (0.060)
fight) 9 (0.060)
different) 8 (0.054)
imaginary) 8 (0.054)
require) 8 (0.054)
value) 8 (0.054)
act) 8 (0.054)
humble) 8 (0.054)
save) 8 (0.054)
whole) 8 (0.054)
decide) 8 (0.054)
put) 8 (0.054)
much) 8 (0.054)
lose) 7 (0.047)
jewish) 7 (0.047)
easy) 7 (0.047)
run) 7 (0.047)
deal) 7 (0.047)
establish) 7 (0.047)
good) 7 (0.047)
present) 7 (0.047)
first) 7 (0.047)
stop) 7 (0.047)
admirable) 7 (0.047)
small) 7 (0.047)
brave) 6 (0.040)
significant) 6 (0.040)
new) 6 (0.040)
represent) 6 (0.040)
think) 6 (0.040)
tell) 6 (0.040)
leave) 6 (0.040)
meet) 6 (0.040)
continue) 6 (0.040)
listen) 6 (0.040)
big) 6 (0.040)
afraid) 6 (0.040)
attentive) 6 (0.040)
young) 6 (0.040)
remain) 6 (0.040)
powerful) 6 (0.040)
maintain) 6 (0.040)
keep) 6 (0.040)
serve) 6 (0.040)
follow) 6 (0.040)
special) 6 (0.040)
contribute) 6 (0.040)
true) 6 (0.040)
realistic) 6 (0.040)
invest) 6 (0.040)
exemplary) 6 (0.040)
charismatic) 6 (0.040)
connect) 6 (0.040)
israeli) 5 (0.034)
sociable) 5 (0.034)
female) 5 (0.034)
fail) 5 (0.034)
bad) 5 (0.034)
become) 5 (0.034)
move) 5 (0.034)
light) 5 (0.034)
several) 5 (0.034)
simple) 5 (0.034)
last) 5 (0.034)
educational) 5 (0.034)
write) 5 (0.034)
front) 5 (0.034)
die) 5 (0.034)
raise) 5 (0.034)
say) 5 (0.034)
sensitive) 5 (0.034)
use) 5 (0.034)
prove) 5 (0.034)
really_appreciate) 5 (0.034)
reach) 5 (0.034)
fall) 5 (0.034)
hear) 5 (0.034)
happen) 5 (0.034)
independent) 5 (0.034)
long) 5 (0.034)
smile) 5 (0.034)
right) 5 (0.034)
little) 5 (0.034)
talk) 5 (0.034)
realize) 5 (0.034)
desire) 5 (0.034)
receive) 5 (0.034)
ask) 5 (0.034)
eitan) 4 (0.027)
amazing) 4 (0.027)
break) 4 (0.027)
indicate) 4 (0.027)
old) 4 (0.027)
well) 4 (0.027)
expose) 4 (0.027)
exist) 4 (0.027)
ambitious) 4 (0.027)
greatly_appreciate) 4 (0.027)
equal) 4 (0.027)
connected) 4 (0.027)
real) 4 (0.027)
speak) 4 (0.027)
teach) 4 (0.027)
sure) 4 (0.027)
due) 4 (0.027)
perceive) 4 (0.027)
grow) 4 (0.027)
aspire) 4 (0.027)
share) 4 (0.027)
bother) 4 (0.027)
mulan) 4 (0.027)
let) 4 (0.027)
possible) 4 (0.027)
combine) 4 (0.027)
caring) 4 (0.027)
weak) 4 (0.027)
common) 4 (0.027)
determine) 4 (0.027)
professional) 4 (0.027)
miriam_peretz) 4 (0.027)
perfect) 3 (0.020)
play) 3 (0.020)
burn) 3 (0.020)
describe) 3 (0.020)
impossible) 3 (0.020)
expand) 3 (0.020)
interpersonal) 3 (0.020)
willing) 3 (0.020)
poor) 3 (0.020)
marry) 3 (0.020)
supportive) 3 (0.020)
purposeful) 3 (0.020)
sell) 3 (0.020)
stubborn) 3 (0.020)
pleasant) 3 (0.020)
social) 3 (0.020)
open) 3 (0.020)
expect) 3 (0.020)
low) 3 (0.020)
build) 3 (0.020)
beautiful) 3 (0.020)
main) 3 (0.020)
instill) 3 (0.020)
capable) 3 (0.020)
express) 3 (0.020)
treat) 3 (0.020)
found) 3 (0.020)
comfortable) 3 (0.020)
seek) 3 (0.020)
consider) 3 (0.020)
huge) 3 (0.020)
full) 3 (0.020)
entire) 3 (0.020)
principle) 3 (0.020)
religious) 3 (0.020)
recognize) 3 (0.020)
modest) 3 (0.020)
influential) 3 (0.020)
addition) 3 (0.020)
medical) 3 (0.020)
fit) 3 (0.020)
dream) 3 (0.020)
sacrifice) 3 (0.020)
remind) 3 (0.020)
improve) 3 (0.020)
global) 3 (0.020)
second) 3 (0.020)
large) 3 (0.020)
face) 3 (0.020)
do) 3 (0.020)
behave) 3 (0.020)
non) 3 (0.020)
inclusive) 3 (0.020)
creative) 3 (0.020)
smart) 3 (0.020)
bereave) 3 (0.020)
ideal) 2 (0.013)
study) 2 (0.013)
hardworke) 2 (0.013)
sit) 2 (0.013)
comprehensive) 2 (0.013)
eat) 2 (0.013)
ethical) 2 (0.013)
pass) 2 (0.013)
assertive) 2 (0.013)
biblical) 2 (0.013)
portray) 2 (0.013)
noble) 2 (0.013)
male) 2 (0.013)
immigrate) 2 (0.013)
testify) 2 (0.013)
jump) 2 (0.013)
honor) 2 (0.013)
start) 2 (0.013)
drop) 2 (0.013)
begin) 2 (0.013)
hebrew) 2 (0.013)
free) 2 (0.013)
eld) 2 (0.013)
argue) 2 (0.013)
place) 2 (0.013)
note) 2 (0.013)
patient) 2 (0.013)
authentic) 2 (0.013)
lift) 2 (0.013)
modesty) 2 (0.013)
tremendous) 2 (0.013)
inner) 2 (0.013)
maximum) 2 (0.013)
respect) 2 (0.013)
push) 2 (0.013)
tony) 2 (0.013)
part) 2 (0.013)
figure) 2 (0.013)
military) 2 (0.013)
interested) 2 (0.013)
grant) 2 (0.013)
alice) 2 (0.013)
daily) 2 (0.013)
separate) 2 (0.013)
demand) 2 (0.013)
contain) 2 (0.013)
healthy) 2 (0.013)
affect) 2 (0.013)
approach) 2 (0.013)
pave) 2 (0.013)
graduate) 2 (0.013)
excellence) 2 (0.013)
solve) 2 (0.013)
return) 2 (0.013)
struggle) 2 (0.013)
fulfil) 2 (0.013)
feminist) 2 (0.013)
allow) 2 (0.013)
funny) 2 (0.013)
rehabilitate) 2 (0.013)
earn) 2 (0.013)
enjoy) 2 (0.013)
view) 2 (0.013)
regard) 2 (0.013)
include) 2 (0.013)
worth) 2 (0.013)
pure) 2 (0.013)
honest) 2 (0.013)
less) 2 (0.013)
forget) 2 (0.013)
favorite) 2 (0.013)
appreciated) 2 (0.013)
agree) 2 (0.013)
needy) 2 (0.013)
advocate) 2 (0.013)
stick) 2 (0.013)
routine) 2 (0.013)
encounter) 2 (0.013)
motivated) 2 (0.013)
integrate) 2 (0.013)
solid) 2 (0.013)
read) 2 (0.013)
historical) 2 (0.013)
object) 2 (0.013)
hearted) 2 (0.013)
advise) 2 (0.013)
quiet) 2 (0.013)
refuse) 2 (0.013)
orphanage) 2 (0.013)
alone) 2 (0.013)
reflect) 2 (0.013)
short) 2 (0.013)
base) 2 (0.013)
rule) 2 (0.013)
engage) 2 (0.013)
economic) 2 (0.013)
turn) 2 (0.013)
aim) 2 (0.013)
wise) 2 (0.013)
heavy) 2 (0.013)
gurion) 2 (0.013)
qualitie) 2 (0.013)
petition) 2 (0.013)
participate) 2 (0.013)
inspirational) 2 (0.013)
emphasize) 2 (0.013)
traits_seem) 2 (0.013)
overcome) 2 (0.013)
general) 2 (0.013)
stay) 2 (0.013)
call) 2 (0.013)
prime_minister) 2 (0.013)
like) 2 (0.013)
stem) 2 (0.013)
influence) 2 (0.013)
extreme) 2 (0.013)
would_like) 2 (0.013)
various) 2 (0.013)
doubt) 2 (0.013)
complain) 2 (0.013)
responsible) 2 (0.013)
characterize) 2 (0.013)
wound) 2 (0.013)
discover) 2 (0.013)
serious) 2 (0.013)
close) 2 (0.013)
orient) 2 (0.013)
confident) 2 (0.013)
adapt) 2 (0.013)
former) 2 (0.013)
ready) 2 (0.013)
genuine) 2 (0.013)
judge) 2 (0.013)
strengthen) 2 (0.013)
tortured) 1 (0.007)
reveal) 1 (0.007)
invade) 1 (0.007)
catch) 1 (0.007)
side) 1 (0.007)
noticeable) 1 (0.007)
intention) 1 (0.007)
attend) 1 (0.007)
anything_possible) 1 (0.007)
psychic) 1 (0.007)
peretz) 1 (0.007)
laundry) 1 (0.007)
hot) 1 (0.007)
hand) 1 (0.007)
command) 1 (0.007)
unwavere) 1 (0.007)
unite) 1 (0.007)
handle) 1 (0.007)
talented) 1 (0.007)
rein) 1 (0.007)
pick) 1 (0.007)
yield) 1 (0.007)
extraordinary) 1 (0.007)
demanding) 1 (0.007)
detail) 1 (0.007)
pose) 1 (0.007)
declare) 1 (0.007)
unrelated) 1 (0.007)
immerse) 1 (0.007)
head) 1 (0.007)
utilize) 1 (0.007)
usa) 1 (0.007)
support) 1 (0.007)
suicidal) 1 (0.007)
potential) 1 (0.007)
name) 1 (0.007)
bear) 1 (0.007)
active) 1 (0.007)
consult) 1 (0.007)
volunteer) 1 (0.007)
numerous) 1 (0.007)
watch) 1 (0.007)
reference) 1 (0.007)
frustrated) 1 (0.007)
socioeconomic) 1 (0.007)
buy) 1 (0.007)
severe) 1 (0.007)
outstanding) 1 (0.007)
internship) 1 (0.007)
embrace) 1 (0.007)
visit) 1 (0.007)
trust) 1 (0.007)
train) 1 (0.007)
sad) 1 (0.007)
obvious) 1 (0.007)
disappoint) 1 (0.007)
arrange) 1 (0.007)
sound) 1 (0.007)
parallel) 1 (0.007)
familiar) 1 (0.007)
revolutionary) 1 (0.007)
key) 1 (0.007)
aspiration) 1 (0.007)
sink) 1 (0.007)
nurture) 1 (0.007)
foremost) 1 (0.007)
claim) 1 (0.007)
opinionated) 1 (0.007)
betray) 1 (0.007)
abandon) 1 (0.007)
protective) 1 (0.007)
warm) 1 (0.007)
trip) 1 (0.007)
maternal) 1 (0.007)
invite) 1 (0.007)
rye) 1 (0.007)
phoebe) 1 (0.007)
zionist) 1 (0.007)
imbue) 1 (0.007)
flower) 1 (0.007)
example) 1 (0.007)
absurd) 1 (0.007)
esteemed) 1 (0.007)
escape) 1 (0.007)
conduct) 1 (0.007)
fourth) 1 (0.007)
zelfahad) 1 (0.007)
racist) 1 (0.007)
entitle) 1 (0.007)
discriminated) 1 (0.007)
customary) 1 (0.007)
bible) 1 (0.007)
sort) 1 (0.007)
ict) 1 (0.007)
fear) 1 (0.007)
talente) 1 (0.007)
