id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11482036,0,2015,0.00457,0.00457,0.34755,0.08743,0.06806,0.00457,0.46952,0.00457,0.00457,0.00457,2,2,0.46952,1,3,1,10.0,,,93.0,0,0,87,0.0,
11519970,0,2015,0.00437,0.00437,0.22291,0.00437,0.00437,0.00437,0.74212,0.00437,0.00437,0.00437,2,1,0.74212,1,3,1,70.0,,,93.0,0,0,81,43.0,
11521799,0,2015,0.00345,0.00345,0.05269,0.10689,0.00345,0.04232,0.15068,0.00345,0.00345,0.63015,3,1,0.63015,1,3,1,40.0,,,94.0,0,0,86,91.0,
11557901,0,2015,0.00463,0.00463,0.00464,0.00463,0.00463,0.00463,0.00464,0.16073,0.00464,0.80219,2,1,0.80219,1,3,1,80.0,,,93.0,0,0,82,23.0,
11567348,0,2015,0.00527,0.00527,0.33094,0.57234,0.00528,0.05979,0.00527,0.00528,0.00528,0.00528,2,2,0.57234,1,3,1,90.0,,,93.0,0,0,78,50.0,
11595436,0,2015,0.00370,0.00370,0.85642,0.00370,0.00370,0.05891,0.00370,0.00370,0.00370,0.05875,1,1,0.85642,1,3,1,70.0,,,94.0,0,0,86,,
11597681,0,2015,0.00354,0.00354,0.00354,0.00354,0.00354,0.00354,0.00354,0.86827,0.06255,0.04438,1,1,0.86827,1,3,1,90.0,,,93.0,0,0,87,,
11676821,0,2015,0.00402,0.04418,0.35856,0.00402,0.00402,0.00402,0.50984,0.00402,0.06332,0.00402,2,2,0.50984,1,3,1,70.0,,,95.0,0,0,83,,
11679162,0,2015,0.28622,0.00448,0.00448,0.00448,0.00448,0.14632,0.00448,0.30565,0.23492,0.00448,4,1,0.30565,1,3,1,80.0,,,94.0,0,0,78,19.0,
11782077,0,2015,0.00453,0.00454,0.16519,0.00453,0.05601,0.00453,0.00453,0.74707,0.00453,0.00453,2,1,0.74707,1,3,1,60.0,,,93.0,0,0,81,80.0,
11782215,0,2015,0.01005,0.01005,0.01006,0.01005,0.01005,0.01005,0.01005,0.01005,0.90952,0.01005,1,1,0.90952,1,3,0,80.0,,,94.0,0,0,0,0.0,
11783399,0,2015,0.00371,0.00371,0.17397,0.59561,0.00371,0.00371,0.00371,0.06995,0.00371,0.13820,3,1,0.59561,1,3,1,70.0,,,93.0,0,0,73,0.0,
11783738,0,2015,0.04602,0.00416,0.81119,0.00416,0.00416,0.00416,0.00416,0.00417,0.00416,0.11365,2,1,0.81119,1,3,1,60.0,,,93.0,0,0,72,17.0,
11784649,0,2015,0.00499,0.00499,0.83705,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.12302,2,1,0.83705,1,3,1,70.0,,,93.0,0,0,87,40.0,
11787808,0,2015,0.00455,0.04999,0.00455,0.00455,0.00455,0.00455,0.05500,0.10531,0.00455,0.76242,2,1,0.76242,1,3,1,80.0,,,93.0,0,0,82,0.0,
11788849,0,2015,0.00336,0.00336,0.00336,0.03852,0.03809,0.89987,0.00336,0.00336,0.00336,0.00336,1,1,0.89987,1,3,1,70.0,,6.0,,0,0,83,48.0,
11788880,0,2015,0.00400,0.08910,0.45413,0.04880,0.00400,0.05467,0.00400,0.00400,0.33329,0.00400,2,2,0.45413,1,3,1,70.0,,,94.0,0,0,80,27.0,
11789226,0,2015,0.00665,0.00665,0.94014,0.00665,0.00665,0.00665,0.00665,0.00665,0.00665,0.00665,1,1,0.94014,1,3,1,50.0,,,94.0,0,0,81,15.0,
