Size: 112
character) 78 (0.696)
know) 57 (0.509)
people) 40 (0.357)
person) 37 (0.330)
always) 36 (0.321)
choose) 33 (0.295)
life) 30 (0.268)
good) 30 (0.268)
positive) 25 (0.223)
man) 23 (0.205)
give) 23 (0.205)
believe) 22 (0.196)
thing) 21 (0.188)
see) 21 (0.188)
even) 21 (0.188)
figure) 20 (0.179)
child) 20 (0.179)
take) 19 (0.170)
work) 18 (0.161)
way) 18 (0.161)
strive) 18 (0.161)
other) 17 (0.152)
high) 17 (0.152)
love) 17 (0.152)
think) 17 (0.152)
learn) 16 (0.143)
care) 16 (0.143)
lead) 15 (0.134)
make) 15 (0.134)
strong) 14 (0.125)
help) 14 (0.125)
desire) 13 (0.116)
go) 13 (0.116)
many) 13 (0.116)
responsible) 13 (0.116)
difficulty) 13 (0.116)
eye) 12 (0.107)
quality) 12 (0.107)
also) 12 (0.107)
important) 12 (0.107)
need) 11 (0.098)
friend) 11 (0.098)
character_trait) 11 (0.098)
change) 11 (0.098)
fight) 11 (0.098)
girl) 11 (0.098)
book) 10 (0.089)
responsibility) 10 (0.089)
ability) 10 (0.089)
time) 10 (0.089)
goal) 10 (0.089)
live) 10 (0.089)
opinion) 9 (0.080)
smart) 9 (0.080)
mother) 9 (0.080)
much) 9 (0.080)
woman) 9 (0.080)
human) 9 (0.080)
first) 9 (0.080)
appreciate) 9 (0.080)
come) 9 (0.080)
lot) 9 (0.080)
environment) 9 (0.080)
army) 8 (0.071)
manage) 8 (0.071)
great) 8 (0.071)
family) 8 (0.071)
excellence) 8 (0.071)
want) 8 (0.071)
get) 8 (0.071)
situation) 8 (0.071)
difficult) 8 (0.071)
understand) 8 (0.071)
optimistic) 7 (0.062)
afraid) 7 (0.062)
soldier) 7 (0.062)
try) 7 (0.062)
leader) 7 (0.062)
world) 7 (0.062)
influence) 7 (0.062)
self) 7 (0.062)
country) 7 (0.062)
officer) 7 (0.062)
develop) 7 (0.062)
place) 7 (0.062)
well) 7 (0.062)
connect) 7 (0.062)
show) 7 (0.062)
courage) 7 (0.062)
really) 7 (0.062)
support) 6 (0.054)
grandfather) 6 (0.054)
present) 6 (0.054)
day) 6 (0.054)
hand) 6 (0.054)
read) 6 (0.054)
listen) 6 (0.054)
brave) 6 (0.054)
level) 6 (0.054)
deal) 6 (0.054)
value) 6 (0.054)
leadership) 6 (0.054)
mind) 6 (0.054)
war) 6 (0.054)
task) 6 (0.054)
sociable) 6 (0.054)
respect) 6 (0.054)
study) 6 (0.054)
wisdom) 6 (0.054)
sacrifice) 6 (0.054)
year) 5 (0.045)
amazing) 5 (0.045)
say) 5 (0.045)
stand) 5 (0.045)
bad) 5 (0.045)
military) 5 (0.045)
therefore) 5 (0.045)
peace) 5 (0.045)
trait) 5 (0.045)
combine) 5 (0.045)
never) 5 (0.045)
look) 5 (0.045)
funny) 5 (0.045)
sensitive) 5 (0.045)
act) 5 (0.045)
creative) 5 (0.045)
less) 5 (0.045)
find) 5 (0.045)
contribute) 5 (0.045)
significant) 5 (0.045)
rabin) 5 (0.045)
determination) 5 (0.045)
ambition) 5 (0.045)
addition) 4 (0.036)
right) 4 (0.036)
name) 4 (0.036)
simba) 4 (0.036)
admirable) 4 (0.036)
bring) 4 (0.036)
able) 4 (0.036)
vision) 4 (0.036)
feel) 4 (0.036)
principle) 4 (0.036)
represent) 4 (0.036)
purpose) 4 (0.036)
still) 4 (0.036)
seem_positive) 4 (0.036)
cause) 4 (0.036)
smile) 4 (0.036)
heart) 4 (0.036)
guy) 4 (0.036)
dream) 4 (0.036)
service) 4 (0.036)
improve) 4 (0.036)
today) 4 (0.036)
express) 4 (0.036)
story) 4 (0.036)
open) 4 (0.036)
