Size: 3196
know) 784 (0.245)
choose) 631 (0.197)
quality) 527 (0.165)
trait) 412 (0.129)
other) 392 (0.123)
ability) 362 (0.113)
figure) 340 (0.106)
thing) 336 (0.105)
care) 323 (0.101)
time) 303 (0.095)
believe) 299 (0.094)
many) 298 (0.093)
leader) 288 (0.090)
strong) 261 (0.082)
take) 252 (0.079)
family) 250 (0.078)
woman) 249 (0.078)
love) 247 (0.077)
world) 246 (0.077)
value) 246 (0.077)
want) 245 (0.077)
give) 243 (0.076)
situation) 234 (0.073)
need) 230 (0.072)
mother) 227 (0.071)
friend) 225 (0.070)
eye) 220 (0.069)
go) 219 (0.069)
child) 208 (0.065)
great) 208 (0.065)
learn) 208 (0.065)
try) 206 (0.064)
fight) 200 (0.063)
country) 198 (0.062)
seem) 194 (0.061)
get) 191 (0.060)
see) 187 (0.059)
lead) 186 (0.058)
well) 184 (0.058)
smart) 184 (0.058)
first) 183 (0.057)
manage) 181 (0.057)
look) 178 (0.056)
environment) 168 (0.053)
succeed) 167 (0.052)
help) 166 (0.052)
live) 161 (0.050)
change) 160 (0.050)
come) 160 (0.050)
goal) 158 (0.049)
much) 158 (0.049)
addition) 157 (0.049)
responsible) 157 (0.049)
desire) 157 (0.049)
act) 153 (0.048)
strive) 150 (0.047)
make) 147 (0.046)
think) 147 (0.046)
work) 147 (0.046)
right) 144 (0.045)
optimistic) 143 (0.045)
example) 141 (0.044)
high) 138 (0.043)
stand) 137 (0.043)
respect) 135 (0.042)
show) 135 (0.042)
girl) 134 (0.042)
find) 134 (0.042)
afraid) 134 (0.042)
end) 133 (0.042)
difficult) 132 (0.041)
say) 129 (0.040)
place) 128 (0.040)
charismatic) 126 (0.039)
commander) 123 (0.038)
contribute) 118 (0.037)
peace) 117 (0.037)
book) 114 (0.036)
gurion) 113 (0.035)
state) 113 (0.035)
soldier) 112 (0.035)
leadership) 108 (0.034)
describe) 107 (0.033)
society) 106 (0.033)
appreciate) 106 (0.033)
achieve) 104 (0.033)
influence) 103 (0.032)
realistic) 103 (0.032)
father) 102 (0.032)
responsibility) 101 (0.032)
deal) 99 (0.031)
imaginary) 99 (0.031)
continue) 98 (0.031)
professional) 97 (0.030)
willing) 96 (0.030)
field) 96 (0.030)
king) 95 (0.030)
sociable) 94 (0.029)
story) 94 (0.029)
different) 94 (0.029)
personal) 94 (0.029)
humble) 93 (0.029)
understand) 93 (0.029)
difficulty) 92 (0.029)
brave) 91 (0.028)
good) 90 (0.028)
vision) 90 (0.028)
power) 90 (0.028)
courage) 89 (0.028)
happy) 87 (0.027)
listen) 87 (0.027)
year) 87 (0.027)
support) 86 (0.027)
bring) 86 (0.027)
smile) 85 (0.027)
honest) 85 (0.027)
use) 84 (0.026)
fact) 84 (0.026)
follow) 83 (0.026)
reach) 83 (0.026)
hard) 82 (0.026)
today) 82 (0.026)
sensitive) 81 (0.025)
dream) 81 (0.025)
educate) 80 (0.025)
herzl) 79 (0.025)
feature) 79 (0.025)
action) 79 (0.025)
study) 79 (0.025)
order) 78 (0.024)
company) 77 (0.024)
matter) 77 (0.024)
grandfather) 77 (0.024)
never) 77 (0.024)
successful) 77 (0.024)
serve) 77 (0.024)
considerate) 76 (0.024)
hand) 76 (0.024)
invest) 76 (0.024)
day) 76 (0.024)
decide) 76 (0.024)
talk) 76 (0.024)
accept) 75 (0.023)
principle) 75 (0.023)
heart) 75 (0.023)
put) 75 (0.023)
really) 75 (0.023)
save) 74 (0.023)
connect) 74 (0.023)
opinion) 74 (0.023)
teach) 73 (0.023)
war) 73 (0.023)
become) 73 (0.023)
ambitious) 73 (0.023)
traits_seem) 73 (0.023)
decision) 73 (0.023)
whole) 72 (0.023)
jewish) 72 (0.023)
around) 72 (0.023)
success) 72 (0.023)
express) 71 (0.022)
side) 71 (0.022)
historical_figure) 71 (0.022)
