Size: 1673
know) 345 (0.206)
choose) 280 (0.167)
great) 178 (0.106)
care) 166 (0.099)
give) 163 (0.097)
believe) 150 (0.090)
want) 144 (0.086)
go) 142 (0.085)
take) 135 (0.081)
love) 124 (0.074)
come) 118 (0.071)
learn) 115 (0.069)
strong) 113 (0.068)
many) 108 (0.065)
make) 107 (0.064)
lead) 106 (0.063)
humble) 106 (0.063)
get) 101 (0.060)
help) 92 (0.055)
try) 88 (0.053)
charismatic) 84 (0.050)
need) 84 (0.050)
seem) 82 (0.049)
see) 82 (0.049)
think) 79 (0.047)
say) 77 (0.046)
look) 75 (0.045)
responsible) 74 (0.044)
fight) 73 (0.044)
afraid) 72 (0.043)
high) 72 (0.043)
strive) 67 (0.040)
show) 65 (0.039)
live) 64 (0.038)
smart) 62 (0.037)
professional) 60 (0.036)
succeed) 59 (0.035)
work) 59 (0.035)
manage) 58 (0.035)
difficult) 57 (0.034)
understand) 56 (0.033)
personal) 55 (0.033)
contribute) 53 (0.032)
brave) 51 (0.030)
good) 49 (0.029)
stand) 49 (0.029)
happy) 48 (0.029)
educate) 47 (0.028)
achieve) 46 (0.027)
reach) 46 (0.027)
true) 45 (0.027)
right) 45 (0.027)
human) 43 (0.026)
much) 43 (0.026)
decide) 43 (0.026)
willing) 42 (0.025)
put) 42 (0.025)
find) 42 (0.025)
bring) 41 (0.025)
continue) 40 (0.024)
set) 40 (0.024)
hard) 39 (0.023)
follow) 39 (0.023)
kill) 37 (0.022)
value) 37 (0.022)
honest) 36 (0.022)
save) 36 (0.022)
possible) 36 (0.022)
act) 36 (0.022)
appreciate) 35 (0.021)
tell) 35 (0.021)
maintain) 35 (0.021)
whole) 35 (0.021)
optimistic) 34 (0.020)
accord) 34 (0.020)
smile) 34 (0.020)
first) 33 (0.020)
describe) 33 (0.020)
happen) 32 (0.019)
ask) 31 (0.019)
establish) 31 (0.019)
accept) 31 (0.019)
connect) 31 (0.019)
invest) 31 (0.019)
start) 30 (0.018)
amazing) 30 (0.018)
listen) 29 (0.017)
jewish) 29 (0.017)
general) 29 (0.017)
speak) 29 (0.017)
serious) 29 (0.017)
little) 29 (0.017)
determine) 29 (0.017)
assertive) 28 (0.017)
bad) 28 (0.017)
change) 28 (0.017)
ambitious) 27 (0.016)
menachem_begin) 27 (0.016)
successful) 27 (0.016)
like) 27 (0.016)
sensitive) 27 (0.016)
special) 27 (0.016)
entire) 27 (0.016)
calm) 26 (0.016)
modest) 26 (0.016)
caring) 25 (0.015)
begin) 25 (0.015)
develop) 25 (0.015)
big) 25 (0.015)
military) 25 (0.015)
small) 25 (0.015)
do) 24 (0.014)
become) 24 (0.014)
evil) 24 (0.014)
hear) 24 (0.014)
feel) 24 (0.014)
express) 23 (0.014)
close) 23 (0.014)
last) 23 (0.014)
sacrifice) 23 (0.014)
let) 23 (0.014)
weak) 23 (0.014)
receive) 23 (0.014)
read) 23 (0.014)
well) 22 (0.013)
influence) 22 (0.013)
significant) 22 (0.013)
stop) 22 (0.013)
lose) 22 (0.013)
serve) 22 (0.013)
huge) 22 (0.013)
creative) 21 (0.013)
run) 21 (0.013)
common) 21 (0.013)
return) 21 (0.013)
able) 21 (0.013)
late) 21 (0.013)
imaginary) 21 (0.013)
rabbi) 21 (0.013)
sociable) 20 (0.012)
raise) 20 (0.012)
realize) 20 (0.012)
talk) 20 (0.012)
combine) 20 (0.012)
main) 20 (0.012)
teach) 20 (0.012)
write) 20 (0.012)
decisive) 20 (0.012)
realistic) 20 (0.012)
modesty) 20 (0.012)
open) 20 (0.012)
social) 19 (0.011)
use) 19 (0.011)
trust) 19 (0.011)
walk) 19 (0.011)
end) 19 (0.011)
prominent) 19 (0.011)
different) 19 (0.011)
necessary) 19 (0.011)
characterize) 19 (0.011)
david_ben) 19 (0.011)
grow) 19 (0.011)
leave) 19 (0.011)
consider) 18 (0.011)
clear) 18 (0.011)
respect) 18 (0.011)
former) 18 (0.011)
sweep) 18 (0.011)
stick) 18 (0.011)
move) 18 (0.011)
excellent) 18 (0.011)
seek) 18 (0.011)
full) 18 (0.011)
name) 18 (0.011)
play) 17 (0.010)
figure) 17 (0.010)
funny) 17 (0.010)
poor) 17 (0.010)
keep) 17 (0.010)
quiet) 17 (0.010)
fail) 16 (0.010)
represent) 16 (0.010)
break) 16 (0.010)
new) 16 (0.010)
stay) 16 (0.010)
reliable) 16 (0.010)
real) 16 (0.010)
demand) 16 (0.010)
stubborn) 16 (0.010)
physical) 15 (0.009)
improve) 15 (0.009)
simple) 15 (0.009)
attentive) 15 (0.009)
perform) 15 (0.009)
impressive) 15 (0.009)
tremendous) 15 (0.009)
young) 15 (0.009)
long) 15 (0.009)
call) 15 (0.009)
prove) 15 (0.009)
protect) 14 (0.008)
devote) 14 (0.008)
treat) 14 (0.008)
impossible) 14 (0.008)
hurt) 14 (0.008)
wrong) 14 (0.008)
intelligent) 14 (0.008)
enjoy) 14 (0.008)
zionist) 14 (0.008)
wise) 14 (0.008)
israeli) 14 (0.008)
command) 14 (0.008)
easy) 13 (0.008)
fall) 13 (0.008)
free) 13 (0.008)
study) 13 (0.008)
create) 13 (0.008)
front) 13 (0.008)
old) 13 (0.008)
require) 13 (0.008)
present) 13 (0.008)
enter) 13 (0.008)
agree) 13 (0.008)
generous) 13 (0.008)
sit) 13 (0.008)
dare) 13 (0.008)
cause) 13 (0.008)
mean) 13 (0.008)
mental) 13 (0.008)
meet) 12 (0.007)
helpful) 12 (0.007)
answer) 12 (0.007)
build) 12 (0.007)
exist) 12 (0.007)
certain) 12 (0.007)
much_appreciate) 12 (0.007)
accompany) 12 (0.007)
remember) 12 (0.007)
rich) 12 (0.007)
remain) 12 (0.007)
arrogant) 11 (0.007)
perceive) 11 (0.007)
connected) 11 (0.007)
janusz_korczak) 11 (0.007)
fulfil) 11 (0.007)
literary) 11 (0.007)
pleasant) 11 (0.007)
hardworke) 11 (0.007)
independent) 11 (0.007)
explain) 11 (0.007)
complete) 11 (0.007)
support) 11 (0.007)
outstanding) 11 (0.007)
equal) 11 (0.007)
turn) 11 (0.007)
behave) 11 (0.007)
die) 11 (0.007)
