id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11845711,0,2015,0.01429,0.87141,0.01429,0.01429,0.01429,0.01429,0.01429,0.01429,0.01429,0.01429,1,1,0.87141,1,1,1,60.0,,3.0,,0,0,85,,70.0
11848603,0,2015,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.25989,0.00313,0.00313,0.71510,2,1,0.71510,1,1,1,40.0,,6.0,,0,0,84,64.0,73.0
11851914,0,2015,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.97000,0.00333,0.00333,1,1,0.97000,1,1,1,70.0,,5.0,,0,0,85,64.0,
11855479,0,2015,0.00385,0.00385,0.00385,0.00385,0.96538,0.00385,0.00385,0.00385,0.00385,0.00385,1,1,0.96538,1,1,1,40.0,,4.0,,0,0,79,35.0,67.0
11857157,0,2015,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.96086,1,1,0.96086,1,1,1,60.0,,3.0,,0,0,86,11.0,14.0
12006595,0,2015,0.00667,0.00667,0.93999,0.00667,0.00667,0.00667,0.00667,0.00667,0.00667,0.00667,1,1,0.93999,1,1,1,30.0,,,93.0,0,0,82,33.0,6.0
12141028,0,2015,0.00294,0.97353,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,1,1,0.97353,1,1,1,60.0,,5.0,,0,0,84,22.0,16.0
12258257,0,2015,0.00769,0.00769,0.93076,0.00769,0.00769,0.00769,0.00769,0.00769,0.00769,0.00769,1,1,0.93076,1,1,1,70.0,,3.0,,0,0,68,3.0,10.0
12259647,0,2015,0.00625,0.94374,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,1,1,0.94374,1,1,1,50.0,,3.0,,0,0,81,10.0,16.0
12261223,0,2015,0.00833,0.00833,0.00833,0.00834,0.00834,0.00833,0.00833,0.00833,0.92499,0.00833,1,1,0.92499,1,1,1,70.0,,5.0,,0,0,76,20.0,7.0
12264794,0,2015,0.00476,0.00476,0.00476,0.00476,0.00476,0.00476,0.00476,0.95714,0.00476,0.00476,1,1,0.95714,1,1,1,60.0,,5.0,,0,0,71,32.0,20.0
12271183,0,2015,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.95908,1,1,0.95908,1,1,1,70.0,,3.0,,0,0,81,0.0,32.0
12277002,0,2015,0.00333,0.00333,0.97000,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,1,1,0.97000,1,1,1,90.0,,5.0,,0,0,77,39.0,6.0
12277160,0,2015,0.00476,0.00476,0.00476,0.00476,0.00476,0.00476,0.00476,0.00476,0.00476,0.95714,1,1,0.95714,1,1,1,50.0,,,93.0,0,0,78,24.0,23.0
12808223,0,2015,0.00385,0.00385,0.00385,0.00385,0.00385,0.00385,0.00385,0.00385,0.96538,0.00385,1,1,0.96538,1,1,1,40.0,,,92.0,0,0,75,10.0,0.0
