id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11571929,1,2015,0.00522,0.66155,0.00522,0.11296,0.00522,0.18893,0.00522,0.00522,0.00522,0.00522,3,1,0.66155,0,0,0,80.0,21.0,,93.0,0,0,0,3.0,
11587879,1,2015,0.00476,0.05240,0.00476,0.20583,0.24250,0.37707,0.00476,0.00476,0.09837,0.00476,3,1,0.37707,0,0,0,90.0,31.0,,94.0,0,0,0,7.0,
11605717,1,2015,0.07333,0.08647,0.00667,0.13064,0.07331,0.46931,0.00667,0.14027,0.00667,0.00667,3,1,0.46931,0,0,0,30.0,25.0,,93.0,0,0,0,0.0,
11673049,0,2015,0.00400,0.00400,0.00400,0.00400,0.04403,0.00400,0.04564,0.04429,0.84204,0.00400,1,1,0.84204,0,0,0,70.0,,,94.0,0,0,0,0.0,
11676721,1,2015,0.63596,0.00427,0.04742,0.00427,0.00427,0.15137,0.00427,0.00427,0.05219,0.09170,2,1,0.63596,0,0,0,70.0,25.0,,94.0,0,0,0,,
11678446,0,2015,0.00500,0.00500,0.00500,0.00501,0.00500,0.00500,0.17186,0.00500,0.78811,0.00500,2,1,0.78811,0,0,0,80.0,,,94.0,0,0,0,,
11679632,1,2015,0.00770,0.00770,0.00770,0.31741,0.00770,0.47929,0.00770,0.00770,0.14944,0.00770,3,2,0.47929,0,0,0,60.0,25.0,,,1,0,0,31.0,
11782088,1,2015,0.13349,0.00386,0.08117,0.00386,0.00386,0.13605,0.00386,0.09204,0.53797,0.00386,3,1,0.53797,0,0,0,90.0,33.0,,93.0,0,0,0,19.0,
11783106,1,2015,0.00401,0.00401,0.04409,0.00401,0.16438,0.67477,0.00401,0.00401,0.09270,0.00401,2,1,0.67477,0,0,0,90.0,26.0,,93.0,0,0,0,,
11783171,1,2015,0.60970,0.00430,0.00430,0.00430,0.00430,0.35592,0.00430,0.00430,0.00430,0.00430,2,2,0.60970,0,0,0,80.0,29.0,,94.0,0,0,0,22.0,
11783692,1,2015,0.13200,0.00710,0.14431,0.00710,0.00710,0.00710,0.00710,0.45886,0.00710,0.22222,4,1,0.45886,0,0,0,90.0,24.0,,,1,0,0,6.0,
11784016,1,2015,0.00400,0.04419,0.06996,0.00400,0.00399,0.35972,0.00400,0.50216,0.00400,0.00399,2,2,0.50216,0,0,0,70.0,32.0,2.0,,0,0,0,3.0,
11785168,0,2015,0.00695,0.00695,0.00695,0.00695,0.00695,0.37781,0.41294,0.08109,0.08649,0.00695,2,2,0.41294,0,0,0,60.0,,,93.0,0,0,0,73.0,
11785293,1,2015,0.00423,0.05034,0.00423,0.04002,0.00423,0.81626,0.00423,0.00423,0.06799,0.00423,1,1,0.81626,0,0,0,60.0,26.0,4.0,,0,0,0,,
11786118,0,2015,0.00834,0.00834,0.00834,0.12172,0.09167,0.16201,0.00834,0.10652,0.47640,0.00834,4,1,0.47640,0,0,0,70.0,,,93.0,0,0,0,29.0,
11786597,1,2015,0.00667,0.00667,0.00667,0.20157,0.00667,0.34373,0.07472,0.00667,0.00667,0.33997,3,2,0.34373,0,0,0,50.0,25.0,4.0,,0,0,0,0.0,
11787022,1,2015,0.01243,0.01243,0.01243,0.61069,0.01243,0.28989,0.01243,0.01243,0.01243,0.01243,2,1,0.61069,0,0,0,60.0,33.0,,93.0,0,0,0,38.0,
11787463,1,2015,0.00624,0.00624,0.00624,0.10206,0.00624,0.10242,0.06914,0.00624,0.68892,0.00624,3,1,0.68892,0,0,0,40.0,28.0,3.0,,0,0,0,72.0,65.0
11787831,0,2015,0.00455,0.00455,0.00455,0.00455,0.00455,0.21891,0.05253,0.00455,0.69674,0.00455,2,1,0.69674,0,0,0,90.0,,,92.0,0,0,0,13.0,
11788668,1,2015,0.00910,0.19102,0.00910,0.00910,0.00910,0.00910,0.00910,0.00910,0.73619,0.00910,2,1,0.73619,0,0,0,60.0,33.0,4.0,,0,0,0,15.0,0.0
11788841,1,2015,0.00415,0.04585,0.00415,0.00415,0.00415,0.32910,0.00415,0.41893,0.18125,0.00415,3,2,0.41893,0,0,0,60.0,29.0,,93.0,0,0,0,27.0,
11789575,1,2015,0.41098,0.00625,0.08251,0.00625,0.00625,0.27010,0.00625,0.00625,0.19891,0.00625,3,1,0.41098,0,0,0,50.0,31.0,,,1,0,0,,42.0
11789901,1,2015,0.00667,0.00667,0.00667,0.72895,0.00667,0.08447,0.00667,0.07323,0.00667,0.07334,1,1,0.72895,0,0,0,60.0,35.0,5.0,,0,0,0,47.0,46.0
11789903,1,2015,0.00586,0.51193,0.00586,0.00587,0.00586,0.33486,0.00587,0.00586,0.11215,0.00586,3,2,0.51193,0,0,0,60.0,33.0,2.0,,0,0,0,,0.0
11789934,1,2015,0.01111,0.01111,0.01111,0.78231,0.01111,0.01111,0.01111,0.12879,0.01111,0.01111,2,1,0.78231,0,0,0,60.0,28.0,4.0,,0,0,0,,14.0
11790069,1,2015,0.00541,0.00541,0.00541,0.07527,0.00541,0.33929,0.00541,0.00541,0.54758,0.00541,2,2,0.54758,0,0,0,80.0,31.0,,,1,0,0,,18.0
11843068,1,2015,0.08687,0.06874,0.38144,0.00625,0.00625,0.32603,0.00625,0.00625,0.10567,0.00625,3,2,0.38144,0,0,0,60.0,31.0,5.0,,0,0,0,20.0,
11843163,1,2015,0.01250,0.01250,0.01250,0.23028,0.01250,0.66970,0.01250,0.01250,0.01250,0.01250,2,1,0.66970,0,0,0,50.0,25.0,3.0,,0,0,0,5.0,7.0
11843465,1,2015,0.00588,0.00588,0.00588,0.14010,0.00588,0.81283,0.00588,0.00588,0.00589,0.00588,2,1,0.81283,0,0,0,40.0,29.0,3.0,,0,0,0,27.0,8.0
11843542,1,2015,0.00499,0.00499,0.00499,0.73995,0.05514,0.16996,0.00499,0.00499,0.00499,0.00499,2,1,0.73995,0,0,0,70.0,32.0,,,1,0,0,29.0,
11843718,1,2015,0.00909,0.00909,0.00909,0.36136,0.00909,0.00909,0.56591,0.00909,0.00909,0.00909,2,2,0.56591,0,0,0,80.0,28.0,5.0,,0,0,0,50.0,53.0
11843782,1,2015,0.00345,0.00345,0.00345,0.25513,0.00345,0.71729,0.00345,0.00345,0.00345,0.00345,2,1,0.71729,0,0,0,60.0,34.0,4.0,,0,0,0,69.0,69.0
11843827,0,2015,0.00383,0.00383,0.00383,0.00383,0.04244,0.00383,0.04535,0.00383,0.88539,0.00383,1,1,0.88539,0,0,0,70.0,,6.0,,0,0,0,7.0,
11843988,0,2015,0.00500,0.00501,0.00500,0.06223,0.00500,0.20136,0.00500,0.63443,0.07196,0.00500,2,1,0.63443,0,0,0,60.0,,4.0,,0,0,0,0.0,0.0
11844003,1,2015,0.00455,0.00455,0.00455,0.00455,0.05000,0.91362,0.00455,0.00455,0.00455,0.00455,1,1,0.91362,0,0,0,60.0,34.0,3.0,,0,0,0,4.0,
11844276,0,2015,0.00384,0.65280,0.00384,0.14069,0.00384,0.17965,0.00384,0.00384,0.00384,0.00384,3,1,0.65280,0,0,0,50.0,,4.0,,0,0,0,54.0,58.0
11844286,1,2015,0.00399,0.00399,0.00399,0.11138,0.00399,0.66835,0.00399,0.00399,0.19231,0.00399,3,1,0.66835,0,0,0,70.0,30.0,,,1,0,0,,0.0
11844373,0,2015,0.00476,0.00476,0.00476,0.00477,0.00476,0.95712,0.00476,0.00476,0.00477,0.00476,1,1,0.95712,0,0,0,70.0,,5.0,,0,0,0,5.0,
11844417,1,2015,0.00400,0.07644,0.00400,0.00400,0.00400,0.78620,0.00400,0.00400,0.06939,0.04396,1,1,0.78620,0,0,0,80.0,30.0,4.0,,0,0,0,14.0,
11844440,1,2015,0.00455,0.00455,0.05130,0.54972,0.00455,0.36714,0.00455,0.00455,0.00455,0.00455,2,2,0.54972,0,0,0,50.0,27.0,3.0,,0,0,0,60.0,
11845121,1,2015,0.00824,0.11406,0.00824,0.00823,0.00823,0.12214,0.00823,0.70615,0.00824,0.00823,3,1,0.70615,0,0,0,60.0,28.0,4.0,,0,0,0,16.0,14.0
11845533,1,2015,0.03910,0.00345,0.07346,0.03991,0.00345,0.79239,0.00345,0.00345,0.00345,0.03788,1,1,0.79239,0,0,0,70.0,26.0,,,1,0,0,21.0,
11845667,0,2015,0.00526,0.00526,0.00526,0.25167,0.00526,0.70622,0.00526,0.00526,0.00526,0.00526,2,1,0.70622,0,0,0,60.0,,3.0,,0,0,0,5.0,3.0
11845736,1,2015,0.00371,0.00371,0.00371,0.00371,0.00371,0.06164,0.00371,0.00371,0.90872,0.00371,1,1,0.90872,0,0,0,90.0,32.0,4.0,,0,0,0,8.0,
11845868,1,2015,0.00715,0.00715,0.00715,0.06360,0.00715,0.87922,0.00715,0.00715,0.00715,0.00715,1,1,0.87922,0,0,0,50.0,30.0,3.0,,0,0,0,,20.0
11846004,0,2015,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.10737,0.00499,0.85270,0.00499,2,1,0.85270,0,0,0,70.0,,4.0,,0,0,0,33.0,
11846200,0,2015,0.00417,0.00417,0.04590,0.00417,0.00417,0.87794,0.00417,0.04698,0.00417,0.00417,1,1,0.87794,0,0,0,50.0,,4.0,,0,0,0,0.0,0.0
11846277,0,2015,0.00385,0.00385,0.00385,0.00385,0.00385,0.67583,0.04289,0.20574,0.05246,0.00385,2,1,0.67583,0,0,0,80.0,,6.0,,0,0,0,0.0,
11846320,1,2015,0.00399,0.04462,0.48435,0.00399,0.00399,0.44309,0.00399,0.00399,0.00399,0.00399,2,2,0.48435,0,0,0,90.0,27.0,4.0,,0,0,0,7.0,
11846591,1,2015,0.00616,0.00616,0.41760,0.00616,0.00616,0.53316,0.00616,0.00616,0.00616,0.00616,2,2,0.53316,0,0,0,80.0,32.0,5.0,,0,0,0,92.0,
11846654,1,2015,0.00503,0.05592,0.10675,0.10397,0.00503,0.00503,0.00503,0.00503,0.70318,0.00503,3,1,0.70318,0,0,0,80.0,28.0,3.0,,0,0,0,31.0,53.0
11846716,1,2015,0.00667,0.00667,0.00667,0.34012,0.00667,0.00667,0.00667,0.60651,0.00667,0.00667,2,2,0.60651,0,0,0,60.0,28.0,2.0,,0,0,0,13.0,
11847073,1,2015,0.00770,0.00770,0.00770,0.05807,0.11172,0.77634,0.00770,0.00770,0.00770,0.00770,2,1,0.77634,0,0,0,50.0,26.0,3.0,,0,0,0,6.0,0.0
11847204,1,2015,0.00589,0.00589,0.00589,0.00589,0.00589,0.94703,0.00589,0.00589,0.00589,0.00589,1,1,0.94703,0,0,0,80.0,23.0,,,1,0,0,33.0,24.0
11847363,0,2015,0.05812,0.37136,0.04768,0.11026,0.00435,0.00435,0.00435,0.00435,0.39083,0.00435,3,2,0.39083,0,0,0,60.0,,5.0,,0,0,0,38.0,
11847448,0,2015,0.00909,0.00910,0.00909,0.00909,0.55330,0.10114,0.00909,0.00909,0.28189,0.00909,3,1,0.55330,0,0,0,60.0,,7.0,,0,0,0,47.0,0.0
11847530,1,2015,0.01429,0.01429,0.01429,0.29880,0.01429,0.58687,0.01429,0.01429,0.01429,0.01429,2,1,0.58687,0,0,0,60.0,29.0,2.0,,0,0,0,29.0,33.0
11847782,1,2015,0.00400,0.00400,0.04403,0.85362,0.00400,0.00400,0.00400,0.00400,0.07438,0.00400,1,1,0.85362,0,0,0,90.0,30.0,,,1,0,0,29.0,
11847791,1,2015,0.13261,0.00523,0.00523,0.00523,0.00523,0.16507,0.00523,0.05875,0.61222,0.00523,3,1,0.61222,0,0,0,50.0,31.0,4.0,,0,0,0,21.0,27.0
11847808,1,2015,0.11315,0.00480,0.00480,0.84843,0.00480,0.00480,0.00480,0.00480,0.00480,0.00480,2,1,0.84843,0,0,0,70.0,28.0,,,1,0,0,,38.0
11847981,1,2015,0.00502,0.49926,0.00502,0.00502,0.00502,0.20839,0.00502,0.00502,0.25719,0.00502,3,1,0.49926,0,0,0,60.0,29.0,5.0,,0,0,0,,6.0
11848029,1,2015,0.00500,0.00500,0.05491,0.00500,0.00500,0.00500,0.16434,0.00500,0.74574,0.00500,2,1,0.74574,0,0,0,80.0,26.0,5.0,,0,0,0,26.0,18.0
11848253,1,2015,0.04622,0.00384,0.00384,0.46104,0.00384,0.42730,0.04238,0.00384,0.00384,0.00384,2,2,0.46104,0,0,0,70.0,26.0,3.0,,0,0,0,7.0,
11848309,0,2015,0.01111,0.01111,0.01111,0.90000,0.01111,0.01111,0.01111,0.01111,0.01111,0.01111,1,1,0.90000,0,0,0,60.0,,2.0,,0,0,0,0.0,
