id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11571929,1,2015,7,13,14,0,10,9,6,0,0,11,8,0,12,0,0,5,1,0.31455,0,0,0,80.0,21.0,,93.0,0,0,0,3.0,
11587879,1,2015,7,6,11,0,10,13,7,0,0,5,7,0,12,0,14,4,1,0.41178,0,0,0,90.0,31.0,,94.0,0,0,0,7.0,
11605717,1,2015,0,0,10,0,12,14,0,0,13,7,8,9,11,0,0,4,2,0.33358,0,0,0,30.0,25.0,,93.0,0,0,0,0.0,
11673049,0,2015,5,7,11,0,10,14,0,9,12,0,0,6,8,13,0,3,1,0.67234,0,0,0,70.0,,,94.0,0,0,0,0.0,
11676721,1,2015,0,6,13,0,0,8,9,0,14,6,12,0,11,10,0,2,1,0.59276,0,0,0,70.0,25.0,,94.0,0,0,0,,
11678446,0,2015,10,0,9,0,13,14,7,8,0,5,6,0,11,12,0,3,1,0.44169,0,0,0,80.0,,,94.0,0,0,0,,
11679632,1,2015,0,0,12,0,10,13,11,0,14,8,0,0,9,0,0,3,1,0.55373,0,0,0,60.0,25.0,,,1,0,0,31.0,
11782088,1,2015,12,6,10,14,11,13,9,8,0,5,0,0,7,0,0,3,1,0.67409,0,0,0,90.0,33.0,,93.0,0,0,0,19.0,
11783106,1,2015,0,9,6,0,13,10,0,0,14,7,0,12,8,11,0,2,2,0.39116,0,0,0,90.0,26.0,,93.0,0,0,0,,
11783171,1,2015,5,8,11,0,9,6,7,0,13,12,4,0,10,0,14,3,1,0.42505,0,0,0,80.0,29.0,,94.0,0,0,0,22.0,
11783692,1,2015,12,14,9,0,13,11,0,0,0,0,0,0,10,8,0,2,1,0.46412,0,0,0,90.0,24.0,,,1,0,0,6.0,
11784016,1,2015,9,6,8,0,7,12,10,0,0,0,13,0,11,14,0,2,2,0.55273,0,0,0,70.0,32.0,2.0,,0,0,0,3.0,
11785168,0,2015,0,7,10,0,14,12,0,7,13,9,0,0,11,0,0,3,2,0.46669,0,0,0,60.0,,,93.0,0,0,0,73.0,
11785293,1,2015,8,5,12,0,14,10,0,11,0,6,7,0,13,9,0,3,1,0.70666,0,0,0,60.0,26.0,4.0,,0,0,0,,
11786118,0,2015,12,0,11,0,14,13,0,0,0,8,0,0,10,9,0,3,2,0.43962,0,0,0,70.0,,,93.0,0,0,0,29.0,
11786597,1,2015,10,0,11,0,14,13,0,9,0,0,0,0,12,0,0,5,0,0.22074,0,0,0,50.0,25.0,4.0,,0,0,0,0.0,
11787022,1,2015,0,0,0,0,11,14,13,0,0,12,0,0,0,0,0,3,1,0.34734,0,0,0,60.0,33.0,,93.0,0,0,0,38.0,
