Size: 1479
quality) 611 (0.413)
appreciate) 379 (0.256)
know) 379 (0.256)
thing) 320 (0.216)
want) 311 (0.210)
choose) 310 (0.210)
time) 259 (0.175)
many) 254 (0.172)
leader) 254 (0.172)
give) 251 (0.170)
appreciate_qualitie) 251 (0.170)
trait) 233 (0.158)
world) 229 (0.155)
other) 226 (0.153)
value) 226 (0.153)
woman) 216 (0.146)
family) 211 (0.143)
learn) 210 (0.142)
really_appreciate) 209 (0.141)
eye) 208 (0.141)
get) 207 (0.140)
much) 206 (0.139)
go) 204 (0.138)
make) 203 (0.137)
need) 198 (0.134)
ability) 195 (0.132)
show) 191 (0.129)
addition) 191 (0.129)
well) 189 (0.128)
country) 187 (0.126)
great) 183 (0.124)
goal) 182 (0.123)
take) 178 (0.120)
come) 176 (0.119)
friend) 175 (0.118)
love) 173 (0.117)
care) 173 (0.117)
try) 169 (0.114)
fight) 163 (0.110)
figure) 159 (0.108)
change) 153 (0.103)
hard) 151 (0.102)
see) 151 (0.102)
believe) 149 (0.101)
help) 149 (0.101)
place) 147 (0.099)
lead) 143 (0.097)
look) 143 (0.097)
child) 141 (0.095)
difficult) 132 (0.089)
manage) 131 (0.089)
situation) 129 (0.087)
first) 129 (0.087)
commander) 128 (0.087)
succeed) 128 (0.087)
soldier) 127 (0.086)
desire) 127 (0.086)
right) 126 (0.085)
work) 125 (0.085)
strong) 125 (0.085)
live) 123 (0.083)
achieve) 121 (0.082)
strive) 121 (0.082)
environment) 120 (0.081)
really) 119 (0.080)
dream) 118 (0.080)
act) 118 (0.080)
mother) 117 (0.079)
year) 112 (0.076)
end) 110 (0.074)
reach) 108 (0.073)
continue) 108 (0.073)
high) 107 (0.072)
good) 104 (0.070)
say) 102 (0.069)
feel) 102 (0.069)
society) 100 (0.068)
order) 98 (0.066)
difficulty) 98 (0.066)
stand) 98 (0.066)
think) 98 (0.066)
respect) 94 (0.064)
book) 93 (0.063)
feature) 93 (0.063)
happy) 92 (0.062)
optimistic) 92 (0.062)
understand) 92 (0.062)
still) 91 (0.062)
human) 91 (0.062)
inspire) 90 (0.061)
find) 90 (0.061)
leadership) 89 (0.060)
perseverance) 88 (0.059)
courage) 88 (0.059)
matter) 88 (0.059)
set) 87 (0.059)
describe) 85 (0.057)
success) 85 (0.057)
fact) 85 (0.057)
officer) 84 (0.057)
today) 83 (0.056)
day) 82 (0.055)
story) 82 (0.055)
example) 82 (0.055)
successful) 81 (0.055)
influence) 80 (0.054)
bring) 80 (0.054)
personal) 79 (0.053)
experience) 78 (0.053)
field) 78 (0.053)
study) 78 (0.053)
contribute) 77 (0.052)
power) 77 (0.052)
optimism) 76 (0.051)
smart) 75 (0.051)
able) 74 (0.050)
seem) 73 (0.049)
different) 71 (0.048)
professional) 71 (0.048)
develop) 71 (0.048)
tell) 69 (0.047)
thank) 69 (0.047)
never) 69 (0.047)
possible) 68 (0.046)
stop) 68 (0.046)
become) 67 (0.045)
company) 66 (0.045)
improve) 65 (0.044)
talk) 65 (0.044)
team) 65 (0.044)
teach) 65 (0.044)
determination) 64 (0.043)
listen) 63 (0.043)
course) 63 (0.043)
start) 63 (0.043)
sacrifice) 63 (0.043)
put) 63 (0.043)
amazing) 62 (0.042)
create) 62 (0.042)
part) 61 (0.041)
girl) 61 (0.041)
deal) 61 (0.041)
smile) 61 (0.041)
grow) 61 (0.041)
war) 61 (0.041)
principle) 61 (0.041)
state) 60 (0.041)
brave) 60 (0.041)
imaginary) 60 (0.041)
especially) 60 (0.041)
keep) 60 (0.041)
decision) 60 (0.041)
whole) 59 (0.040)
face) 59 (0.040)
let) 59 (0.040)
follow) 59 (0.040)
new) 58 (0.039)
decide) 58 (0.039)
challenge) 58 (0.039)
series) 57 (0.039)
serve) 57 (0.039)
mission) 57 (0.039)
humble) 57 (0.039)
father) 56 (0.038)
task) 56 (0.038)
hand) 56 (0.038)
role) 55 (0.037)
name) 55 (0.037)
strength) 55 (0.037)
knowledge) 54 (0.037)
job) 54 (0.037)
move) 53 (0.036)
use) 53 (0.036)
full) 53 (0.036)
reason) 53 (0.036)
receive) 53 (0.036)
problem) 53 (0.036)
big) 53 (0.036)
army) 52 (0.035)
easy) 52 (0.035)
true) 52 (0.035)
action) 52 (0.035)
trust) 52 (0.035)
play) 52 (0.035)
responsibility) 52 (0.035)
moment) 52 (0.035)
afraid) 52 (0.035)
accept) 51 (0.034)
player) 51 (0.034)
responsible) 51 (0.034)
speak) 51 (0.034)
support) 51 (0.034)
maintain) 50 (0.034)
small) 50 (0.034)
prove) 49 (0.033)
run) 49 (0.033)
invest) 49 (0.033)
home) 49 (0.033)
simple) 48 (0.032)
side) 48 (0.032)
connect) 47 (0.032)
vision) 47 (0.032)
write) 47 (0.032)
break) 47 (0.032)
heart) 46 (0.031)
sometimes) 46 (0.031)
student) 46 (0.031)
enjoy) 46 (0.031)
consider) 46 (0.031)
stay) 46 (0.031)
little) 46 (0.031)
brother) 46 (0.031)
social) 46 (0.031)
peace) 45 (0.030)
education) 45 (0.030)
self) 45 (0.030)
call) 45 (0.030)
long) 45 (0.030)
around) 44 (0.030)
modesty) 44 (0.030)
king) 44 (0.030)
achievement) 44 (0.030)
hear) 44 (0.030)
express) 44 (0.030)
bad) 44 (0.030)
main) 44 (0.030)
ambition) 43 (0.029)
happen) 43 (0.029)
ask) 43 (0.029)
charismatic) 43 (0.029)
jewish) 43 (0.029)
leave) 43 (0.029)
remain) 43 (0.029)
grandfather) 43 (0.029)
significant) 43 (0.029)
creative) 42 (0.028)
death) 42 (0.028)
read) 42 (0.028)
real) 42 (0.028)
school) 42 (0.028)
reality) 42 (0.028)
volunteer) 42 (0.028)
realistic) 42 (0.028)
establish) 42 (0.028)
motivation) 42 (0.028)
light) 41 (0.028)
front) 41 (0.028)
history) 41 (0.028)
age) 41 (0.028)
command) 41 (0.028)
promote) 41 (0.028)
sociable) 40 (0.027)
young) 40 (0.027)
fall) 40 (0.027)
joy) 40 (0.027)
represent) 40 (0.027)
character) 40 (0.027)
mean) 40 (0.027)
opinion) 39 (0.026)
truth) 39 (0.026)
educate) 39 (0.026)
raise) 39 (0.026)
save) 38 (0.026)
creativity) 38 (0.026)
finally) 38 (0.026)
special) 38 (0.026)
idea) 38 (0.026)
money) 38 (0.026)
belief) 38 (0.026)
faith) 38 (0.026)
lose) 38 (0.026)
meet) 37 (0.025)
honest) 37 (0.025)
willpower) 37 (0.025)
military) 37 (0.025)
die) 37 (0.025)
perform) 37 (0.025)
head) 37 (0.025)
herzl) 36 (0.024)
crisis) 36 (0.024)
movie) 36 (0.024)
do) 36 (0.024)
willing) 36 (0.024)
teacher) 36 (0.024)
realize) 35 (0.024)
greatly_appreciate) 35 (0.024)
turn) 35 (0.024)
last) 35 (0.024)
dad) 35 (0.024)
certain) 35 (0.024)
admire) 35 (0.024)
kind) 35 (0.024)
bear) 35 (0.024)
rest) 35 (0.024)
word) 35 (0.024)
level) 35 (0.024)
require) 35 (0.024)
general) 34 (0.023)
due) 34 (0.023)
future) 34 (0.023)
back) 34 (0.023)
criticism) 34 (0.023)
dedication) 34 (0.023)
sensitive) 34 (0.023)
open) 34 (0.023)
allow) 34 (0.023)
professionalism) 34 (0.023)
grandmother) 34 (0.023)
hurt) 33 (0.022)
inspiration) 33 (0.022)
sweep) 33 (0.022)
begin) 33 (0.022)
son) 32 (0.022)
parent) 32 (0.022)
determine) 32 (0.022)
gurion) 32 (0.022)
community) 32 (0.022)
period) 32 (0.022)
israeli) 32 (0.022)
affect) 32 (0.022)
wisdom) 32 (0.022)
remember) 32 (0.022)
appreciation) 32 (0.022)
mistake) 32 (0.022)
yet) 32 (0.022)
pressure) 32 (0.022)
humanity) 32 (0.022)
husband) 32 (0.022)
position) 32 (0.022)
thus) 32 (0.022)
role_model) 32 (0.022)
build) 32 (0.022)
equality) 31 (0.021)
sister) 31 (0.021)
historical_figure) 31 (0.021)
justice) 31 (0.021)
present) 31 (0.021)
aspiration) 31 (0.021)
film) 30 (0.020)
fail) 30 (0.020)
close) 30 (0.020)
loyal) 30 (0.020)
less) 30 (0.020)
benefit) 30 (0.020)
alone) 30 (0.020)
struggle) 30 (0.020)
behave) 30 (0.020)
entire) 30 (0.020)
weak) 29 (0.020)
aspire) 29 (0.020)
loyalty) 29 (0.020)
number) 29 (0.020)
battle) 29 (0.020)
career) 29 (0.020)
kill) 29 (0.020)
guy) 29 (0.020)
powerful) 28 (0.019)
life) 28 (0.019)
train) 28 (0.019)
purpose) 28 (0.019)
process) 28 (0.019)
caring) 28 (0.019)
warrior) 28 (0.019)
educator) 28 (0.019)
characterize) 28 (0.019)
risk) 28 (0.019)
treat) 28 (0.019)
demand) 28 (0.019)
area) 27 (0.018)
hope) 27 (0.018)
mind) 27 (0.018)
pleasant) 27 (0.018)
late) 27 (0.018)
seek) 27 (0.018)
importance) 27 (0.018)
overcome) 27 (0.018)
far) 26 (0.018)
personality) 26 (0.018)
service) 26 (0.018)
diligence) 26 (0.018)
approach) 26 (0.018)
progress) 26 (0.018)
thought) 26 (0.018)
convey) 26 (0.018)
idf) 26 (0.018)
walk) 26 (0.018)
sense) 26 (0.018)
united_state) 26 (0.018)
second) 26 (0.018)
exist) 26 (0.018)
young_age) 26 (0.018)
failure) 25 (0.017)
charisma) 25 (0.017)
cause) 25 (0.017)
return) 25 (0.017)
though) 25 (0.017)
pass) 25 (0.017)
calm) 25 (0.017)
fighter) 25 (0.017)
youth) 25 (0.017)
almost) 25 (0.017)
eventually) 25 (0.017)
moshe_rabbeinu) 25 (0.017)
operation) 25 (0.017)
strong_woman) 24 (0.016)
status) 24 (0.016)
attentive) 24 (0.016)
effort) 24 (0.016)
enough) 24 (0.016)
case) 24 (0.016)
positivity) 24 (0.016)
poor) 24 (0.016)
sensitivity) 24 (0.016)
training) 24 (0.016)
evil) 24 (0.016)
relationship) 24 (0.016)
rabbi) 24 (0.016)
behavior) 24 (0.016)
step) 24 (0.016)
purposeful) 24 (0.016)
result) 24 (0.016)
one) 24 (0.016)
assertive) 24 (0.016)
class) 23 (0.016)
achieve_goal) 23 (0.016)
ambitious) 23 (0.016)
traits_seem) 23 (0.016)
share) 23 (0.016)
like) 23 (0.016)
interpersonal_skill) 23 (0.016)
already) 23 (0.016)
common) 23 (0.016)
hardworke) 23 (0.016)
modest) 23 (0.016)
man) 23 (0.016)
connection) 23 (0.016)
huge) 23 (0.016)
attitude) 23 (0.016)
stick) 23 (0.016)
path) 23 (0.016)
honesty) 22 (0.015)
actually) 22 (0.015)
way) 22 (0.015)
together) 22 (0.015)
prime_minister) 22 (0.015)
