Size: 149
woman) 61 (0.409)
quality) 60 (0.403)
choose) 46 (0.309)
appreciate) 43 (0.289)
want) 42 (0.282)
know) 40 (0.268)
eye) 36 (0.242)
thing) 32 (0.215)
time) 32 (0.215)
goal) 30 (0.201)
strong) 30 (0.201)
appreciate_qualitie) 30 (0.201)
take) 28 (0.188)
many) 27 (0.181)
trait) 26 (0.174)
figure) 26 (0.174)
leader) 26 (0.174)
give) 26 (0.174)
care) 25 (0.168)
value) 24 (0.161)
manage) 24 (0.161)
go) 24 (0.161)
other) 24 (0.161)
change) 23 (0.154)
come) 23 (0.154)
world) 23 (0.154)
need) 23 (0.154)
get) 23 (0.154)
country) 23 (0.154)
show) 22 (0.148)
addition) 22 (0.148)
much) 21 (0.141)
learn) 20 (0.134)
family) 20 (0.134)
mother) 20 (0.134)
set) 20 (0.134)
feel) 19 (0.128)
look) 19 (0.128)
friend) 19 (0.128)
high) 19 (0.128)
society) 19 (0.128)
child) 18 (0.121)
environment) 18 (0.121)
well) 18 (0.121)
first) 18 (0.121)
lead) 18 (0.121)
difficulty) 17 (0.114)
achieve) 17 (0.114)
ability) 17 (0.114)
hard) 17 (0.114)
help) 17 (0.114)
soldier) 17 (0.114)
make) 16 (0.107)
live) 16 (0.107)
work) 16 (0.107)
create) 16 (0.107)
great) 15 (0.101)
find) 15 (0.101)
optimism) 15 (0.101)
try) 15 (0.101)
develop) 14 (0.094)
strive) 14 (0.094)
place) 14 (0.094)
year) 14 (0.094)
day) 14 (0.094)
bring) 14 (0.094)
really) 14 (0.094)
fight) 14 (0.094)
strength) 14 (0.094)
sacrifice) 14 (0.094)
personal) 14 (0.094)
believe) 13 (0.087)
dream) 13 (0.087)
leadership) 13 (0.087)
order) 13 (0.087)
love) 13 (0.087)
courage) 13 (0.087)
girl) 12 (0.081)
school) 12 (0.081)
stand) 12 (0.081)
human) 12 (0.081)
right) 12 (0.081)
situation) 12 (0.081)
desire) 12 (0.081)
act) 12 (0.081)
succeed) 12 (0.081)
fact) 12 (0.081)
understand) 12 (0.081)
optimistic) 12 (0.081)
experience) 12 (0.081)
sister) 11 (0.074)
inspire) 11 (0.074)
sweep) 11 (0.074)
power) 11 (0.074)
successful) 11 (0.074)
part) 11 (0.074)
self) 11 (0.074)
accept) 10 (0.067)
listen) 10 (0.067)
deal) 10 (0.067)
success) 10 (0.067)
really_appreciate) 10 (0.067)
still) 10 (0.067)
education) 10 (0.067)
company) 10 (0.067)
seem) 10 (0.067)
see) 10 (0.067)
happy) 10 (0.067)
able) 9 (0.060)
run) 9 (0.060)
state) 9 (0.060)
principle) 9 (0.060)
age) 9 (0.060)
matter) 9 (0.060)
never) 9 (0.060)
difficult) 9 (0.060)
commander) 9 (0.060)
face) 9 (0.060)
husband) 8 (0.054)
challenge) 8 (0.054)
job) 8 (0.054)
tell) 8 (0.054)
easy) 8 (0.054)
respect) 8 (0.054)
front) 8 (0.054)
alone) 8 (0.054)
heart) 8 (0.054)
different) 8 (0.054)
imaginary) 8 (0.054)
film) 8 (0.054)
require) 8 (0.054)
story) 8 (0.054)
hand) 8 (0.054)
influence) 8 (0.054)
humble) 8 (0.054)
save) 8 (0.054)
whole) 8 (0.054)
stop) 8 (0.054)
problem) 8 (0.054)
decide) 8 (0.054)
put) 8 (0.054)
talk) 8 (0.054)
sometimes) 7 (0.047)
team) 7 (0.047)
lose) 7 (0.047)
think) 7 (0.047)
jewish) 7 (0.047)
opinion) 7 (0.047)
war) 7 (0.047)
king) 7 (0.047)
establish) 7 (0.047)
use) 7 (0.047)
moment) 7 (0.047)
perseverance) 7 (0.047)
long) 7 (0.047)
especially) 7 (0.047)
