Size: 132
appreciate) 46 (0.348)
many) 32 (0.242)
know) 30 (0.227)
want) 25 (0.189)
get) 23 (0.174)
go) 22 (0.167)
make) 22 (0.167)
difficult) 21 (0.159)
love) 20 (0.152)
take) 20 (0.152)
high) 20 (0.152)
believe) 19 (0.144)
choose) 19 (0.144)
give) 18 (0.136)
feel) 15 (0.114)
say) 14 (0.106)
care) 14 (0.106)
great) 14 (0.106)
think) 14 (0.106)
lead) 13 (0.098)
try) 13 (0.098)
possible) 13 (0.098)
show) 13 (0.098)
help) 13 (0.098)
good) 12 (0.091)
look) 12 (0.091)
learn) 11 (0.083)
human) 11 (0.083)
see) 11 (0.083)
receive) 11 (0.083)
strive) 11 (0.083)
live) 10 (0.076)
well) 10 (0.076)
really_appreciate) 10 (0.076)
need) 10 (0.076)
stand) 10 (0.076)
fight) 10 (0.076)
small) 10 (0.076)
run) 9 (0.068)
much) 9 (0.068)
come) 9 (0.068)
maintain) 9 (0.068)
first) 9 (0.068)
put) 9 (0.068)
describe) 8 (0.061)
work) 8 (0.061)
real) 8 (0.061)
achieve) 8 (0.061)
tell) 8 (0.061)
hard) 8 (0.061)
willing) 8 (0.061)
strong) 8 (0.061)
raise) 8 (0.061)
full) 8 (0.061)
continue) 8 (0.061)
let) 8 (0.061)
humble) 8 (0.061)
read) 7 (0.053)
reach) 7 (0.053)
personal) 7 (0.053)
inspire) 7 (0.053)
keep) 7 (0.053)
face) 7 (0.053)
act) 7 (0.053)
establish) 7 (0.053)
afraid) 7 (0.053)
stop) 7 (0.053)
main) 7 (0.053)
big) 7 (0.053)
successful) 7 (0.053)
brave) 6 (0.045)
optimistic) 6 (0.045)
characterize) 6 (0.045)
become) 6 (0.045)
bring) 6 (0.045)
build) 6 (0.045)
walk) 6 (0.045)
smart) 6 (0.045)
decide) 6 (0.045)
bad) 6 (0.045)
entire) 6 (0.045)
treat) 6 (0.045)
responsible) 6 (0.045)
write) 6 (0.045)
lose) 6 (0.045)
mental) 6 (0.045)
teach) 6 (0.045)
seem) 6 (0.045)
whole) 5 (0.038)
prove) 5 (0.038)
pleasant) 5 (0.038)
loyal) 5 (0.038)
true) 5 (0.038)
improve) 5 (0.038)
remain) 5 (0.038)
serious) 5 (0.038)
jewish) 5 (0.038)
imaginary) 5 (0.038)
hear) 5 (0.038)
accept) 5 (0.038)
smile) 5 (0.038)
understand) 5 (0.038)
represent) 5 (0.038)
influence) 5 (0.038)
manage) 5 (0.038)
demand) 5 (0.038)
set) 5 (0.038)
develop) 5 (0.038)
second) 5 (0.038)
speak) 5 (0.038)
exist) 5 (0.038)
young) 5 (0.038)
turn) 4 (0.030)
serve) 4 (0.030)
feature) 4 (0.030)
excellent) 4 (0.030)
front) 4 (0.030)
explain) 4 (0.030)
interpersonal) 4 (0.030)
mature) 4 (0.030)
allow) 4 (0.030)
play) 4 (0.030)
admirable) 4 (0.030)
kill) 4 (0.030)
seek) 4 (0.030)
free) 4 (0.030)
call) 4 (0.030)
grow) 4 (0.030)
talk) 4 (0.030)
educate) 4 (0.030)
kobe_bryant) 4 (0.030)
invest) 4 (0.030)
die) 4 (0.030)
like) 4 (0.030)
equal) 4 (0.030)
create) 4 (0.030)
physical) 4 (0.030)
succeed) 4 (0.030)
right) 4 (0.030)
begin) 4 (0.030)
special) 3 (0.023)
change) 3 (0.023)
charismatic) 3 (0.023)
argue) 3 (0.023)
creative) 3 (0.023)
connect) 3 (0.023)
contain) 3 (0.023)
political) 3 (0.023)
trust) 3 (0.023)
necessary) 3 (0.023)
historical) 3 (0.023)
contribute) 3 (0.023)
evil) 3 (0.023)
military) 3 (0.023)
combine) 3 (0.023)
beat) 3 (0.023)
personal_example) 3 (0.023)
amazing) 3 (0.023)
add) 3 (0.023)
simple) 3 (0.023)
late) 3 (0.023)
years_old) 3 (0.023)
tremendous) 3 (0.023)
study) 3 (0.023)
start) 3 (0.023)
bear) 3 (0.023)
sort) 3 (0.023)
follow) 3 (0.023)
middle) 3 (0.023)
do) 3 (0.023)
common) 3 (0.023)
express) 3 (0.023)
value) 3 (0.023)
suffer) 3 (0.023)
modest) 3 (0.023)
happen) 3 (0.023)
