id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11679526,1,2015,0.00445,0.00445,0.00445,0.00445,0.43186,0.16830,0.07483,0.00445,0.07112,0.00445,0.20944,0.00445,0.00445,0.00445,0.00445,3,1,0.43186,1,2,1,60.0,26.0,,93.0,0,0,75,0.0,
11679551,1,2015,0.00476,0.00476,0.15502,0.00476,0.00476,0.08164,0.00476,0.07623,0.00476,0.00476,0.63471,0.00476,0.00476,0.00476,0.00476,2,1,0.63471,1,2,1,60.0,24.0,,92.0,0,0,74,,
11786800,1,2015,0.00667,0.00667,0.00667,0.00667,0.00667,0.00667,0.00667,0.00667,0.00667,0.00667,0.66921,0.12057,0.13022,0.00667,0.00667,3,1,0.66921,1,2,1,60.0,25.0,4.0,,0,0,77,16.0,19.0
11788493,1,2015,0.20271,0.00370,0.31903,0.00370,0.08463,0.00370,0.00370,0.00370,0.06597,0.00370,0.29062,0.00370,0.00370,0.00370,0.00370,3,1,0.31903,1,2,1,70.0,34.0,6.0,,0,0,81,92.0,59.0
11789026,1,2015,0.00392,0.00392,0.12157,0.00392,0.00392,0.06273,0.00392,0.00392,0.65097,0.12160,0.00392,0.00392,0.00392,0.00392,0.00392,3,1,0.65097,1,2,1,60.0,33.0,4.0,,0,0,80,,
11789799,1,2015,0.00556,0.00556,0.00556,0.00556,0.00556,0.83563,0.00556,0.00556,0.00556,0.00556,0.00556,0.00556,0.09214,0.00556,0.00556,1,1,0.83563,1,2,1,60.0,33.0,5.0,,0,0,78,43.0,
11842960,1,2015,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.05874,0.00317,0.00317,0.00317,0.89999,0.00317,0.00317,1,1,0.89999,1,2,1,70.0,28.0,5.0,,0,0,78,47.0,
11843726,0,2015,0.00476,0.00476,0.00476,0.00476,0.00476,0.18725,0.07618,0.00476,0.00476,0.00476,0.19617,0.37185,0.12092,0.00476,0.00476,4,1,0.37185,1,2,0,60.0,,3.0,,0,0,0,18.0,
11844279,0,2015,0.00513,0.14332,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.19820,0.00513,0.52003,0.00513,0.08203,3,1,0.52003,1,2,1,60.0,,6.0,,0,0,75,,9.0
11844334,0,2015,0.07618,0.07940,0.00476,0.00476,0.07620,0.27291,0.00476,0.00476,0.17561,0.00476,0.00476,0.17742,0.10417,0.00476,0.00476,4,0,0.27291,1,2,1,50.0,,5.0,,0,0,85,70.0,78.0
11844485,1,2015,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.94509,0.00392,0.00392,0.00392,0.00392,1,1,0.94509,1,2,1,50.0,28.0,6.0,,0,0,84,6.0,8.0
11844524,1,2015,0.03611,0.03492,0.00215,0.00215,0.26155,0.30087,0.00215,0.03441,0.00215,0.00215,0.00215,0.06200,0.15614,0.09896,0.00215,3,1,0.30087,1,2,1,50.0,33.0,6.0,,0,0,80,63.0,
11845560,1,2015,0.91466,0.00267,0.05069,0.00267,0.00267,0.00267,0.00267,0.00267,0.00267,0.00267,0.00267,0.00267,0.00267,0.00267,0.00267,1,1,0.91466,1,2,1,60.0,26.0,4.0,,0,0,73,14.0,3.0
11846582,0,2015,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.19857,0.75046,0.00392,0.00392,0.00392,2,1,0.75046,1,2,1,60.0,,3.0,,0,0,79,13.0,
11847450,1,2015,0.00267,0.11126,0.00267,0.04516,0.00267,0.00267,0.00267,0.00267,0.00267,0.00267,0.07536,0.00267,0.73889,0.00267,0.00267,2,1,0.73889,1,2,1,80.0,32.0,7.0,,0,0,83,9.0,
11848534,0,2015,0.00741,0.00741,0.00741,0.00741,0.00741,0.20478,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.69892,2,1,0.69892,1,2,1,60.0,,3.0,,0,0,83,15.0,27.0
11849127,0,2015,0.00318,0.00318,0.06239,0.00318,0.00318,0.18658,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.66532,0.00318,0.05079,2,1,0.66532,1,2,1,60.0,,6.0,,0,0,79,16.0,17.0
11850045,0,2015,0.00267,0.00267,0.00267,0.00267,0.00267,0.07420,0.59877,0.04267,0.09530,0.00267,0.12238,0.00267,0.00267,0.04267,0.00267,2,1,0.59877,1,2,1,60.0,,3.0,,0,0,75,40.0,
11850054,0,2015,0.08389,0.00267,0.05537,0.00267,0.00267,0.00267,0.16764,0.04268,0.00267,0.00267,0.00267,0.62375,0.00267,0.00267,0.00267,2,1,0.62375,1,2,1,80.0,,4.0,,0,0,77,15.0,
11850150,0,2015,0.21202,0.14068,0.00370,0.06394,0.00370,0.48218,0.00370,0.00370,0.00370,0.00370,0.00370,0.00370,0.06414,0.00370,0.00370,3,1,0.48218,1,2,1,50.0,,3.0,,0,0,78,,9.0
11850191,0,2015,0.00267,0.00267,0.00267,0.00267,0.08608,0.21590,0.00267,0.00267,0.00267,0.00267,0.07161,0.00267,0.08627,0.00267,0.51348,2,1,0.51348,1,2,1,90.0,,5.0,,0,0,74,38.0,15.0
11850222,1,2015,0.07340,0.06665,0.21115,0.00417,0.00417,0.00417,0.00417,0.06667,0.22785,0.31679,0.00417,0.00417,0.00417,0.00417,0.00417,3,1,0.31679,1,2,1,60.0,28.0,4.0,,0,0,83,8.0,0.0
11850461,1,2015,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.08204,0.69079,0.00513,0.16563,0.00513,0.00513,0.00513,0.00513,2,1,0.69079,1,2,1,30.0,25.0,4.0,,0,0,81,,
11850593,0,2015,0.00303,0.00303,0.00303,0.00303,0.00303,0.95758,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,1,1,0.95758,1,2,1,70.0,,5.0,,0,0,79,,16.0
11850719,0,2015,0.00278,0.00278,0.00278,0.75931,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.20457,0.00278,0.00278,0.00278,0.00278,2,1,0.75931,1,2,1,60.0,,5.0,,0,0,84,31.0,16.0
11850772,0,2015,0.00290,0.00290,0.24290,0.56739,0.00290,0.06181,0.00290,0.00290,0.00290,0.00290,0.00290,0.05129,0.04762,0.00290,0.00290,2,1,0.56739,1,2,1,80.0,,6.0,,0,1,82,,17.0
11851243,1,2015,0.00278,0.85253,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.05841,0.00278,0.05573,0.00278,0.00278,1,1,0.85253,1,2,1,60.0,28.0,5.0,,0,0,82,,21.0
11851780,0,2015,0.05179,0.04563,0.00278,0.00278,0.00278,0.05789,0.21042,0.00278,0.17439,0.00278,0.07603,0.00278,0.27827,0.08612,0.00278,3,0,0.27827,1,2,1,70.0,,5.0,,0,0,82,5.0,
11852504,1,2015,0.00952,0.00952,0.00952,0.00952,0.00952,0.42454,0.00952,0.00952,0.15233,0.00952,0.30883,0.00952,0.00952,0.00952,0.00952,3,2,0.42454,1,2,1,70.0,38.0,4.0,,0,0,80,31.0,
11852664,1,2015,0.00303,0.00303,0.00303,0.00303,0.09444,0.00303,0.00303,0.00303,0.00303,0.00303,0.36613,0.00303,0.50306,0.00303,0.00303,2,2,0.50306,1,2,1,80.0,31.0,5.0,,0,0,77,38.0,
11852758,1,2015,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.64243,0.00606,0.27878,0.00606,0.00606,2,1,0.64243,1,2,1,60.0,33.0,4.0,,0,0,77,18.0,4.0
11853002,1,2015,0.01111,0.01111,0.01111,0.01111,0.01111,0.01111,0.01111,0.01111,0.01111,0.01111,0.67777,0.01111,0.01111,0.01111,0.17778,2,1,0.67777,1,2,1,70.0,33.0,5.0,,0,0,81,52.0,
11853536,0,2015,0.00290,0.17703,0.00290,0.00290,0.00290,0.16418,0.05256,0.00290,0.00290,0.00290,0.57434,0.00290,0.00290,0.00290,0.00290,3,1,0.57434,1,2,1,60.0,,,,0,0,76,74.0,80.0
11853853,1,2015,0.00741,0.00741,0.00741,0.00741,0.00741,0.14191,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.76179,0.00741,0.00741,2,1,0.76179,1,2,1,60.0,30.0,4.0,,0,0,71,9.0,
11854357,1,2015,0.05334,0.00333,0.00333,0.05331,0.00333,0.00333,0.00333,0.00333,0.56084,0.05335,0.19580,0.00333,0.00333,0.00333,0.05335,2,1,0.56084,1,2,1,70.0,32.0,4.0,,0,0,81,57.0,
11854371,0,2015,0.05616,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.79095,0.00351,0.05816,0.00351,0.05612,1,1,0.79095,1,2,1,80.0,,8.0,,0,0,80,,41.0
11855610,1,2015,0.00513,0.07274,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.40529,0.08203,0.08205,0.00513,0.30660,2,2,0.40529,1,2,1,70.0,26.0,5.0,,0,0,79,,
11856399,0,2015,0.00318,0.44834,0.00318,0.39167,0.00318,0.00318,0.00318,0.00318,0.06905,0.00318,0.00318,0.00318,0.00318,0.00318,0.05602,2,2,0.44834,1,2,1,70.0,,4.0,,0,0,75,25.0,
11856578,1,2015,0.00370,0.00370,0.61426,0.00370,0.00370,0.00370,0.00370,0.00370,0.16701,0.00370,0.00370,0.06047,0.11752,0.00370,0.00370,3,1,0.61426,1,2,1,70.0,28.0,5.0,,0,0,78,9.0,29.0
11857664,0,2015,0.00370,0.00370,0.00370,0.00370,0.06107,0.00370,0.00370,0.00370,0.00370,0.00370,0.89078,0.00370,0.00370,0.00370,0.00370,1,1,0.89078,1,2,1,40.0,,,94.0,0,0,77,36.0,27.0
11923662,1,2015,0.00303,0.00303,0.09390,0.00303,0.00303,0.00303,0.82130,0.00303,0.00303,0.00303,0.00303,0.00303,0.04844,0.00303,0.00303,1,1,0.82130,1,2,1,80.0,25.0,,92.0,0,0,81,0.0,
11925375,1,2015,0.07476,0.00278,0.13129,0.00278,0.00278,0.00278,0.00278,0.00278,0.08353,0.00278,0.53126,0.05639,0.09777,0.00278,0.00278,2,1,0.53126,1,2,1,30.0,33.0,,93.0,0,0,82,,14.0
11927180,1,2015,0.00513,0.00513,0.08470,0.00513,0.00513,0.08234,0.00513,0.00513,0.60725,0.00513,0.00513,0.08223,0.09220,0.00513,0.00513,1,1,0.60725,1,2,1,90.0,35.0,,93.0,0,0,78,,
11937144,1,2015,0.00278,0.00278,0.00278,0.00278,0.87742,0.00278,0.00278,0.00278,0.08648,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,1,1,0.87742,1,2,1,60.0,27.0,,93.0,0,0,80,64.0,40.0
