id,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11482036,0.00525,0.37251,0.00525,0.06265,0.05831,0.00525,0.15046,0.00525,0.32983,0.00525,3,2,0.37251,1,3,1,10.0,,,93.0,0,0,87,0.0,
11483624,0.13030,0.35521,0.00499,0.00500,0.00499,0.00500,0.08600,0.00499,0.00499,0.39852,3,2,0.39852,1,3,1,60.0,32.0,,94.0,0,0,90,14.0,
11484512,0.87821,0.00588,0.00588,0.00588,0.00588,0.00588,0.07472,0.00588,0.00588,0.00588,1,1,0.87821,1,3,1,50.0,26.0,,93.0,0,0,80,,
11495303,0.00503,0.12626,0.00503,0.00503,0.00503,0.00503,0.00503,0.00503,0.78249,0.05603,2,1,0.78249,1,3,1,80.0,26.0,5.0,,0,0,84,7.0,
11519970,0.00542,0.80221,0.00542,0.00542,0.00542,0.15442,0.00542,0.00542,0.00542,0.00542,2,1,0.80221,1,3,1,70.0,,,93.0,0,0,81,43.0,
11521799,0.03728,0.11688,0.00333,0.00333,0.00333,0.63838,0.05244,0.00334,0.13834,0.00334,3,1,0.63838,1,3,1,40.0,,,94.0,0,0,86,91.0,
11557901,0.04953,0.23784,0.37685,0.00433,0.22210,0.04853,0.00433,0.00433,0.00433,0.04782,3,1,0.37685,1,3,1,80.0,,,93.0,0,0,82,23.0,
11562218,0.13390,0.00625,0.00625,0.00625,0.00625,0.07235,0.18360,0.23037,0.09420,0.26056,4,0,0.26056,1,3,1,70.0,25.0,,92.0,0,0,73,4.0,
11567348,0.58842,0.23085,0.10004,0.00476,0.05210,0.00476,0.00476,0.00476,0.00477,0.00476,3,1,0.58842,1,3,1,90.0,,,93.0,0,0,78,50.0,
11576177,0.00476,0.10561,0.00476,0.00476,0.00476,0.00476,0.85632,0.00476,0.00476,0.00476,2,1,0.85632,1,3,1,60.0,23.0,,93.0,0,0,84,0.0,
11576934,0.54970,0.16005,0.00769,0.09167,0.00769,0.00769,0.00769,0.00769,0.15242,0.00769,3,1,0.54970,1,3,1,70.0,22.0,,92.0,0,0,80,9.0,
11577163,0.89778,0.00437,0.00437,0.00437,0.00437,0.06726,0.00437,0.00437,0.00437,0.00437,1,1,0.89778,1,3,1,80.0,28.0,,93.0,0,0,81,8.0,
11584980,0.00416,0.30178,0.00416,0.16881,0.00416,0.00416,0.50027,0.00416,0.00416,0.00416,3,2,0.50027,1,3,1,70.0,25.0,,94.0,0,0,81,,
11589674,0.00418,0.30510,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.08309,0.58256,2,2,0.58256,1,3,1,80.0,23.0,5.0,,0,0,80,36.0,
11595300,0.10998,0.01001,0.01001,0.01001,0.01001,0.12736,0.15195,0.01001,0.55066,0.01001,4,1,0.55066,1,3,1,60.0,23.0,,93.0,0,0,82,5.0,
11595436,0.00385,0.15649,0.38976,0.00385,0.00385,0.00385,0.33967,0.00385,0.05111,0.04373,3,2,0.38976,1,3,1,70.0,,,94.0,0,0,86,,
11597681,0.00322,0.64152,0.19149,0.00322,0.00322,0.07091,0.07674,0.00322,0.00322,0.00322,2,1,0.64152,1,3,1,90.0,,,93.0,0,0,87,,
11600851,0.38348,0.54393,0.00907,0.00907,0.00908,0.00907,0.00907,0.00907,0.00908,0.00907,2,2,0.54393,1,3,1,60.0,26.0,,93.0,0,0,80,11.0,
11601309,0.00523,0.25134,0.00522,0.00523,0.00523,0.17805,0.00523,0.53402,0.00523,0.00523,3,1,0.53402,1,3,1,90.0,27.0,,93.0,0,0,71,0.0,
