id,t0,t1,t2,t3,t4,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11531836,0.39094,0.10525,0.14729,0.18123,0.17529,5,1,0.39094,1,1,1,70.0,25.0,7.0,,0,0,73.0
11556347,0.07441,0.06739,0.76443,0.08420,0.00958,1,1,0.76443,1,1,1,80.0,34.0,,94.0,0,1,87.0
11587558,0.23825,0.22861,0.01848,0.49620,0.01845,3,1,0.49620,1,1,1,70.0,26.0,6.0,,0,0,86.0
11781920,0.10295,0.16843,0.01197,0.36753,0.34912,4,2,0.36753,1,1,1,50.0,32.0,6.0,,0,0,83.0
11783220,0.54521,0.24086,0.19385,0.01005,0.01002,3,1,0.54521,1,1,1,40.0,22.0,3.0,,0,0,72.0
11783427,0.51172,0.01084,0.41930,0.04762,0.01052,2,2,0.51172,1,1,1,60.0,30.0,4.0,,0,0,90.0
11783744,0.25660,0.50228,0.20742,0.01702,0.01669,3,1,0.50228,1,1,1,70.0,34.0,5.0,,0,0,81.0
11783776,0.01961,0.01959,0.92158,0.01960,0.01963,1,1,0.92158,1,1,1,70.0,27.0,6.0,,0,0,89.0
11783844,0.07321,0.11033,0.37317,0.00869,0.43460,3,2,0.43460,1,1,1,70.0,30.0,4.0,,0,0,91.0
11784651,0.00937,0.54722,0.11005,0.22570,0.10766,4,1,0.54722,1,1,1,60.0,27.0,5.0,,0,0,69.0
11785198,0.09966,0.00820,0.48482,0.34805,0.05927,2,2,0.48482,1,1,1,60.0,33.0,5.0,,0,0,83.0
11786185,0.50326,0.00742,0.04548,0.43646,0.00738,2,2,0.50326,1,1,1,60.0,32.0,,94.0,0,0,81.0
11788051,0.01094,0.89023,0.01078,0.07738,0.01067,1,1,0.89023,1,1,1,60.0,28.0,2.0,,0,0,80.0
11788407,0.68104,0.18342,0.10218,0.01669,0.01667,3,1,0.68104,1,1,1,60.0,34.0,5.0,,0,0,85.0
11788886,0.46610,0.24283,0.10830,0.17100,0.01178,4,1,0.46610,1,1,1,70.0,32.0,4.0,,0,0,76.0
11788958,0.00769,0.24793,0.05769,0.19832,0.48837,3,1,0.48837,1,1,0,80.0,28.0,3.0,,0,0,
11789566,0.16457,0.37876,0.43254,0.01209,0.01203,3,2,0.43254,1,1,1,60.0,35.0,5.0,,0,0,85.0
11789585,0.00771,0.00772,0.30558,0.67128,0.00770,2,2,0.67128,1,1,1,60.0,31.0,6.0,,0,0,85.0
11789587,0.03348,0.68924,0.21044,0.03350,0.03334,2,1,0.68924,1,1,1,60.0,26.0,4.0,,0,0,86.0
11789905,0.16026,0.01063,0.53527,0.09751,0.19633,3,1,0.53527,1,1,1,70.0,27.0,4.0,,0,0,82.0
11789906,0.32899,0.12254,0.22752,0.13168,0.18927,5,1,0.32899,1,1,1,60.0,35.0,6.0,,0,0,74.0
11789919,0.27354,0.00827,0.00826,0.70136,0.00857,2,1,0.70136,1,1,1,60.0,33.0,6.0,,0,0,89.0
11789922,0.35524,0.08073,0.00993,0.06434,0.48975,2,2,0.48975,1,1,1,90.0,35.0,8.0,,0,0,88.0
11789924,0.01153,0.38989,0.01141,0.49438,0.09279,2,2,0.49438,1,1,1,70.0,33.0,5.0,,0,0,87.0
11789931,0.02859,0.02858,0.17128,0.74139,0.03017,2,1,0.74139,1,1,1,50.0,33.0,5.0,,0,0,90.0
11842706,0.08230,0.00800,0.05708,0.77038,0.08224,1,1,0.77038,1,1,1,50.0,34.0,6.0,,0,1,92.0
11842809,0.01163,0.53495,0.36794,0.01168,0.07380,2,2,0.53495,1,1,1,60.0,29.0,3.0,,0,0,78.0
11842833,0.36082,0.14930,0.01332,0.01341,0.46316,3,2,0.46316,1,1,1,60.0,30.0,4.0,,0,0,74.0
11842876,0.00889,0.00885,0.28579,0.05721,0.63927,2,1,0.63927,1,1,1,90.0,30.0,4.0,,0,0,82.0
11842885,0.19870,0.20813,0.24712,0.33802,0.00803,4,1,0.33802,1,1,1,80.0,27.0,6.0,,0,0,84.0
11842961,0.00843,0.00863,0.05894,0.48288,0.44111,2,2,0.48288,1,1,1,90.0,32.0,6.0,,0,0,87.0
11843021,0.20006,0.26165,0.51288,0.01290,0.01251,3,1,0.51288,1,1,1,60.0,28.0,4.0,,0,0,90.0
11843134,0.01376,0.70368,0.01335,0.16566,0.10355,3,1,0.70368,1,1,1,50.0,27.0,3.0,,0,0,79.0
11843187,0.04653,0.82190,0.00769,0.07360,0.05028,1,1,0.82190,1,1,1,50.0,33.0,3.0,,0,0,80.0
11843550,0.01070,0.01062,0.01055,0.67908,0.28905,2,1,0.67908,1,1,1,60.0,29.0,4.0,,0,0,84.0
11843567,0.33926,0.62669,0.01131,0.01158,0.01116,2,2,0.62669,1,1,1,60.0,34.0,5.0,,0,0,81.0
11843642,0.06318,0.84021,0.00692,0.00693,0.08277,1,1,0.84021,1,1,1,70.0,27.0,6.0,,0,0,77.0
11843694,0.17653,0.45869,0.34668,0.00915,0.00895,3,2,0.45869,1,1,1,50.0,26.0,4.0,,0,0,74.0
11843713,0.00804,0.90837,0.00801,0.06757,0.00800,1,1,0.90837,1,1,1,70.0,29.0,4.0,,0,0,92.0
11843836,0.49698,0.08112,0.00816,0.00841,0.40532,2,2,0.49698,1,1,1,80.0,20.0,5.0,,0,0,66.0
11844461,0.02535,0.27988,0.17848,0.49125,0.02504,3,1,0.49125,1,1,1,60.0,28.0,7.0,,0,1,92.0
11844527,0.00725,0.31592,0.38923,0.28039,0.00720,3,2,0.38923,1,1,1,80.0,28.0,4.0,,0,0,86.0
11844584,0.24326,0.65818,0.01111,0.01125,0.07619,2,1,0.65818,1,1,1,80.0,25.0,5.0,,0,0,91.0
11844628,0.63907,0.13286,0.00786,0.00806,0.21215,3,1,0.63907,1,1,1,70.0,28.0,6.0,,0,0,86.0
11844653,0.57186,0.20331,0.04535,0.00743,0.17205,3,1,0.57186,1,1,1,70.0,25.0,5.0,,0,0,79.0
11844719,0.13772,0.26825,0.52010,0.06522,0.00872,3,1,0.52010,1,1,0,20.0,28.0,,93.0,0,0,
11844801,0.53791,0.17616,0.27029,0.00794,0.00770,3,1,0.53791,1,1,1,60.0,31.0,3.0,,0,0,74.0
11844995,0.15361,0.00796,0.00780,0.77683,0.05380,2,1,0.77683,1,1,0,80.0,27.0,4.0,,0,0,
11845190,0.22099,0.11149,0.01083,0.64586,0.01084,3,1,0.64586,1,1,1,50.0,31.0,4.0,,0,0,73.0
11845193,0.32121,0.15983,0.42763,0.00640,0.08493,3,2,0.42763,1,1,0,80.0,27.0,3.0,,0,0,
11845311,0.30031,0.01568,0.55185,0.01549,0.11667,3,2,0.55185,1,1,1,50.0,30.0,4.0,,0,0,84.0
11845425,0.13902,0.01692,0.36537,0.46157,0.01712,3,2,0.46157,1,1,1,70.0,33.0,5.0,,0,0,87.0
11845711,0.02870,0.02886,0.02863,0.88525,0.02857,1,1,0.88525,1,1,1,60.0,,3.0,,0,0,85.0
11845816,0.48706,0.42721,0.02858,0.02858,0.02858,2,2,0.48706,1,1,1,70.0,29.0,5.0,,0,0,68.0
11845926,0.68137,0.28836,0.01004,0.01013,0.01009,2,1,0.68137,1,1,1,60.0,28.0,4.0,,0,0,82.0
11846286,0.06829,0.48108,0.00933,0.43200,0.00931,2,2,0.48108,1,1,1,60.0,32.0,3.0,,0,0,85.0
11846316,0.13651,0.02229,0.79670,0.02225,0.02225,2,1,0.79670,1,1,1,60.0,32.0,4.0,,0,0,76.0
11846341,0.13976,0.10845,0.08277,0.01744,0.65158,3,1,0.65158,1,1,1,60.0,26.0,3.0,,0,0,88.0
11846439,0.28170,0.63192,0.00966,0.00977,0.06695,2,1,0.63192,1,1,1,80.0,28.0,5.0,,0,0,84.0
11846480,0.00666,0.73572,0.03917,0.11431,0.10414,3,1,0.73572,1,1,1,80.0,38.0,6.0,,0,0,87.0
11846627,0.56797,0.10515,0.08253,0.06013,0.18422,3,1,0.56797,1,1,1,60.0,27.0,5.0,,0,0,73.0
11846665,0.33730,0.29068,0.15310,0.20719,0.01173,4,1,0.33730,1,1,1,90.0,24.0,4.0,,0,0,89.0
11846746,0.39111,0.26414,0.01271,0.12141,0.21063,4,1,0.39111,1,1,1,50.0,28.0,5.0,,0,0,77.0
11846946,0.23465,0.00926,0.18727,0.51897,0.04985,3,1,0.51897,1,1,1,70.0,27.0,8.0,,0,0,87.0
11846993,0.10050,0.83489,0.00805,0.00825,0.04831,2,1,0.83489,1,1,1,70.0,39.0,6.0,,0,0,85.0
11847186,0.02597,0.26718,0.02631,0.65471,0.02584,2,1,0.65471,1,1,0,70.0,23.0,2.0,,0,0,
11847197,0.04009,0.83889,0.04031,0.04061,0.04010,1,1,0.83889,1,1,0,60.0,35.0,3.0,,0,0,
11847349,0.01871,0.67885,0.01823,0.01838,0.26583,2,1,0.67885,1,1,1,70.0,34.0,3.0,,0,0,78.0
11847375,0.00748,0.36306,0.38393,0.23811,0.00741,3,2,0.38393,1,1,1,80.0,32.0,8.0,,0,0,90.0
11847377,0.20189,0.39191,0.37852,0.01387,0.01381,3,2,0.39191,1,1,1,50.0,31.0,4.0,,0,0,79.0
11847684,0.80078,0.01042,0.01076,0.16780,0.01023,2,1,0.80078,1,1,1,50.0,26.0,4.0,,0,0,76.0
11847784,0.58791,0.01550,0.16870,0.12794,0.09996,3,1,0.58791,1,1,1,50.0,33.0,5.0,,0,0,81.0
11847954,0.22709,0.74904,0.00788,0.00811,0.00789,2,1,0.74904,1,1,1,70.0,27.0,3.0,,0,0,72.0
11848183,0.17371,0.00709,0.11054,0.19762,0.51104,4,1,0.51104,1,1,1,70.0,30.0,4.0,,0,0,91.0
11848224,0.18658,0.32689,0.07538,0.40371,0.00744,3,2,0.40371,1,1,1,80.0,38.0,7.0,,0,0,81.0
11848280,0.00661,0.80864,0.07557,0.10270,0.00648,2,1,0.80864,1,1,1,70.0,34.0,5.0,,0,0,77.0
11848448,0.08631,0.08939,0.07214,0.20078,0.55138,2,1,0.55138,1,1,1,50.0,29.0,6.0,,0,0,80.0
11848478,0.14702,0.42805,0.01002,0.40488,0.01004,3,2,0.42805,1,1,1,50.0,32.0,5.0,,0,0,77.0
11848573,0.56702,0.38968,0.01431,0.01429,0.01470,2,2,0.56702,1,1,1,60.0,32.0,4.0,,0,0,81.0
11848603,0.39557,0.18809,0.27629,0.13359,0.00646,4,1,0.39557,1,1,1,40.0,,6.0,,0,0,84.0
11848640,0.40892,0.11844,0.01310,0.01299,0.44654,3,2,0.44654,1,1,1,60.0,28.0,6.0,,0,0,89.0
11848680,0.82072,0.00849,0.05422,0.05103,0.06554,1,1,0.82072,1,1,1,80.0,27.0,5.0,,0,0,81.0
11848792,0.00973,0.14550,0.05684,0.77883,0.00910,2,1,0.77883,1,1,1,70.0,29.0,5.0,,0,0,87.0
11849062,0.11049,0.07234,0.41872,0.34634,0.05211,3,2,0.41872,1,1,1,60.0,33.0,2.0,,0,0,87.0
11849160,0.21992,0.68173,0.00873,0.08087,0.00876,2,1,0.68173,1,1,1,60.0,26.0,6.0,,0,0,77.0
11850431,0.06993,0.06668,0.72870,0.06801,0.06668,1,1,0.72870,1,1,1,70.0,30.0,2.0,,0,0,86.0
11850554,0.10000,0.10000,0.60000,0.10000,0.10000,5,1,0.60000,1,1,1,70.0,28.0,4.0,,0,0,78.0
11850582,0.00936,0.00940,0.00926,0.96266,0.00932,1,1,0.96266,1,1,1,80.0,26.0,6.0,,0,0,84.0
11850821,0.00795,0.29500,0.12531,0.00787,0.56387,3,1,0.56387,1,1,1,60.0,35.0,5.0,,0,0,83.0
11851222,0.24688,0.18954,0.54670,0.00841,0.00847,3,1,0.54670,1,1,1,70.0,28.0,3.0,,0,0,80.0
11851392,0.54134,0.01005,0.42784,0.01064,0.01012,2,2,0.54134,1,1,1,60.0,39.0,5.0,,0,0,85.0
11851661,0.00982,0.62040,0.35069,0.00956,0.00953,2,2,0.62040,1,1,1,50.0,28.0,3.0,,0,0,84.0
11851714,0.39809,0.23201,0.01272,0.10880,0.24838,4,1,0.39809,1,1,1,80.0,33.0,5.0,,0,0,89.0
11851775,0.81581,0.15679,0.00911,0.00919,0.00910,2,1,0.81581,1,1,1,60.0,33.0,5.0,,0,0,81.0
11851784,0.74172,0.01131,0.01124,0.01142,0.22431,2,1,0.74172,1,1,1,70.0,34.0,4.0,,0,0,82.0
