id,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11571929,0.00498,0.74825,0.00497,0.00497,0.00497,0.16188,0.00497,0.00497,0.05504,0.00497,2,1,0.74825,0,0,0,80.0,21.0,,93.0,0,0,0,3.0,
11587879,0.19723,0.11699,0.11659,0.00476,0.00476,0.26025,0.28512,0.00476,0.00476,0.00477,5,0,0.28512,0,0,0,90.0,31.0,,94.0,0,0,0,7.0,
11605717,0.14754,0.00526,0.00526,0.00526,0.00526,0.66762,0.00526,0.00526,0.00527,0.14799,3,1,0.66762,0,0,0,30.0,25.0,,93.0,0,0,0,0.0,
11673049,0.40643,0.03925,0.00357,0.00357,0.10747,0.00357,0.11712,0.00357,0.20167,0.11379,5,1,0.40643,0,0,0,70.0,,,94.0,0,0,0,0.0,
11676721,0.00417,0.00417,0.00417,0.00417,0.00417,0.91987,0.00417,0.00417,0.00417,0.04676,1,1,0.91987,0,0,0,70.0,25.0,,94.0,0,0,0,,
11678446,0.20915,0.00455,0.00455,0.00455,0.26932,0.44422,0.00455,0.05002,0.00455,0.00455,3,1,0.44422,0,0,0,80.0,,,94.0,0,0,0,,
11679632,0.35246,0.15820,0.00769,0.00769,0.00769,0.00770,0.00769,0.00769,0.00769,0.43548,3,2,0.43548,0,0,0,60.0,25.0,,,1,0,0,31.0,
11782088,0.22381,0.45447,0.00370,0.00370,0.15277,0.07062,0.07980,0.00370,0.00370,0.00370,3,1,0.45447,0,0,0,90.0,33.0,,93.0,0,0,0,19.0,
11783106,0.00400,0.08713,0.49602,0.00400,0.00400,0.30733,0.00400,0.00400,0.00400,0.08550,2,2,0.49602,0,0,0,90.0,26.0,,93.0,0,0,0,,
11783171,0.00413,0.00413,0.00413,0.42502,0.00413,0.54193,0.00413,0.00413,0.00413,0.00413,2,2,0.54193,0,0,0,80.0,29.0,,94.0,0,0,0,22.0,
