Size: 1075
know) 266 (0.247)
choose) 213 (0.198)
give) 127 (0.118)
believe) 110 (0.102)
want) 103 (0.096)
strong) 100 (0.093)
love) 99 (0.092)
learn) 94 (0.087)
go) 94 (0.087)
many) 89 (0.083)
care) 82 (0.076)
get) 79 (0.073)
great) 79 (0.073)
take) 76 (0.071)
live) 70 (0.065)
seem) 69 (0.064)
manage) 69 (0.064)
see) 68 (0.063)
lead) 66 (0.061)
need) 66 (0.061)
try) 64 (0.060)
stand) 60 (0.056)
fight) 60 (0.056)
make) 60 (0.056)
come) 59 (0.055)
say) 58 (0.054)
look) 58 (0.054)
help) 53 (0.049)
smart) 52 (0.048)
think) 51 (0.047)
optimistic) 50 (0.047)
afraid) 48 (0.045)
succeed) 47 (0.044)
high) 47 (0.044)
strive) 46 (0.043)
responsible) 46 (0.043)
charismatic) 45 (0.042)
achieve) 44 (0.041)
work) 43 (0.040)
difficult) 43 (0.040)
happy) 43 (0.040)
much) 43 (0.040)
humble) 42 (0.039)
find) 41 (0.038)
show) 40 (0.037)
sensitive) 39 (0.036)
understand) 37 (0.034)
feel) 35 (0.033)
decide) 33 (0.031)
reach) 33 (0.031)
different) 32 (0.030)
assertive) 32 (0.030)
smile) 30 (0.028)
brave) 30 (0.028)
develop) 30 (0.028)
listen) 30 (0.028)
speak) 30 (0.028)
imaginary) 29 (0.027)
sociable) 28 (0.026)
first) 28 (0.026)
contribute) 28 (0.026)
read) 28 (0.026)
amazing) 28 (0.026)
describe) 27 (0.025)
follow) 27 (0.025)
little) 27 (0.025)
put) 26 (0.024)
willing) 26 (0.024)
personal) 26 (0.024)
appreciate) 26 (0.024)
realistic) 26 (0.024)
enjoy) 25 (0.023)
tell) 25 (0.023)
serve) 25 (0.023)
human) 24 (0.022)
whole) 24 (0.022)
open) 24 (0.022)
save) 24 (0.022)
change) 24 (0.022)
teach) 24 (0.022)
social) 23 (0.021)
bring) 23 (0.021)
accept) 23 (0.021)
serious) 23 (0.021)
able) 23 (0.021)
creative) 23 (0.021)
set) 23 (0.021)
kill) 23 (0.021)
express) 23 (0.021)
honest) 22 (0.020)
funny) 22 (0.020)
determine) 22 (0.020)
bad) 22 (0.020)
continue) 22 (0.020)
let) 21 (0.020)
ask) 21 (0.020)
main) 21 (0.020)
