id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11531836,1,2015,0.00495,0.00495,0.13387,0.10518,0.00495,0.00495,0.00495,0.72633,0.00495,0.00495,3,1,0.72633,1,1,1,70.0,25.0,7.0,,0,0,73,9.0,56.0
11556347,1,2015,0.00456,0.00456,0.85403,0.00456,0.00456,0.00456,0.00456,0.00456,0.10948,0.00456,2,1,0.85403,1,1,1,80.0,34.0,,94.0,0,1,87,5.0,
11587558,1,2015,0.00833,0.00833,0.75831,0.00834,0.00833,0.17501,0.00834,0.00834,0.00833,0.00833,2,1,0.75831,1,1,1,70.0,26.0,6.0,,0,0,86,0.0,20.0
11781920,1,2015,0.00501,0.00501,0.00501,0.11267,0.78621,0.00501,0.00501,0.06604,0.00501,0.00501,2,1,0.78621,1,1,1,50.0,32.0,6.0,,0,0,83,,82.0
11783220,1,2015,0.59389,0.00556,0.08976,0.15036,0.00556,0.06111,0.07710,0.00556,0.00556,0.00556,2,1,0.59389,1,1,1,40.0,22.0,3.0,,0,0,72,18.0,7.0
11783427,1,2015,0.00644,0.00644,0.16314,0.78536,0.00644,0.00644,0.00644,0.00644,0.00644,0.00644,2,1,0.78536,1,1,1,60.0,30.0,4.0,,0,0,90,44.0,87.0
11783744,1,2015,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.92499,0.00833,0.00833,0.00833,1,1,0.92499,1,1,1,70.0,34.0,5.0,,0,0,81,60.0,50.0
11783776,1,2015,0.00837,0.00836,0.00836,0.00836,0.72331,0.00836,0.09139,0.12675,0.00836,0.00836,2,1,0.72331,1,1,1,70.0,27.0,6.0,,0,0,89,29.0,87.0
11783844,1,2015,0.08949,0.05112,0.08848,0.69399,0.00426,0.00425,0.00426,0.05563,0.00426,0.00426,1,1,0.69399,1,1,1,70.0,30.0,4.0,,0,0,91,89.0,30.0
11784651,1,2015,0.00470,0.00470,0.00470,0.07928,0.08667,0.00470,0.00470,0.75309,0.05274,0.00470,1,1,0.75309,1,1,1,60.0,27.0,5.0,,0,0,69,67.0,20.0
11785198,1,2015,0.68686,0.08723,0.00347,0.04689,0.11464,0.00347,0.00347,0.00347,0.04705,0.00347,2,1,0.68686,1,1,1,60.0,33.0,5.0,,0,0,83,4.0,
11786185,1,2015,0.00401,0.00401,0.00401,0.00401,0.05328,0.00401,0.00401,0.10789,0.00401,0.81075,2,1,0.81075,1,1,1,60.0,32.0,,94.0,0,0,81,,
11788051,1,2015,0.00539,0.08288,0.13752,0.00539,0.00539,0.00539,0.74189,0.00539,0.00539,0.00539,2,1,0.74189,1,1,1,60.0,28.0,2.0,,0,0,80,50.0,31.0
11788407,1,2015,0.01000,0.01000,0.01000,0.01000,0.01001,0.01000,0.01000,0.10998,0.01000,0.80999,2,1,0.80999,1,1,1,60.0,34.0,5.0,,0,0,85,26.0,50.0
11788886,1,2015,0.00592,0.00592,0.00592,0.00592,0.00592,0.00592,0.79794,0.15468,0.00592,0.00592,2,1,0.79794,1,1,1,70.0,32.0,4.0,,0,0,76,43.0,31.0
11788958,1,2015,0.00346,0.00346,0.09096,0.03805,0.21608,0.51802,0.00346,0.04465,0.07839,0.00346,2,1,0.51802,1,1,0,80.0,28.0,3.0,,0,0,0,84.0,25.0
11789566,1,2015,0.00661,0.12651,0.00661,0.22687,0.00661,0.00661,0.22498,0.38200,0.00661,0.00661,4,1,0.38200,1,1,1,60.0,35.0,5.0,,0,0,85,28.0,50.0
11789585,1,2015,0.09131,0.72393,0.00435,0.05886,0.00435,0.00435,0.00435,0.00435,0.00435,0.09980,1,1,0.72393,1,1,1,60.0,31.0,6.0,,0,0,85,39.0,82.0
11789587,1,2015,0.02000,0.02000,0.81998,0.02001,0.02000,0.02000,0.02000,0.02000,0.02000,0.02000,1,1,0.81998,1,1,1,60.0,26.0,4.0,,0,0,86,78.0,95.0
11789905,1,2015,0.08348,0.00500,0.87650,0.00500,0.00500,0.00500,0.00500,0.00501,0.00500,0.00500,1,1,0.87650,1,1,1,70.0,27.0,4.0,,0,0,82,,35.0
11789906,1,2015,0.06614,0.00556,0.06512,0.00556,0.00556,0.00556,0.00556,0.64050,0.12793,0.07252,2,1,0.64050,1,1,1,60.0,35.0,6.0,,0,0,74,32.0,59.0
11789919,1,2015,0.00457,0.00457,0.00457,0.05020,0.00456,0.00456,0.00456,0.05611,0.81609,0.05021,1,1,0.81609,1,1,1,60.0,33.0,6.0,,0,0,89,50.0,
11789922,1,2015,0.05371,0.00478,0.00478,0.07231,0.20332,0.00478,0.00478,0.16648,0.00478,0.48031,3,1,0.48031,1,1,1,90.0,35.0,8.0,,0,0,88,25.0,68.0
11789924,1,2015,0.00618,0.00618,0.55648,0.32635,0.00618,0.00618,0.00618,0.00618,0.00618,0.07394,2,2,0.55648,1,1,1,70.0,33.0,5.0,,0,0,87,,43.0
11789931,1,2015,0.01429,0.01429,0.01429,0.72856,0.15714,0.01429,0.01429,0.01429,0.01429,0.01429,2,1,0.72856,1,1,1,50.0,33.0,5.0,,0,0,90,58.0,30.0
11842706,1,2015,0.00386,0.00386,0.00386,0.17822,0.11161,0.00386,0.00386,0.10052,0.12700,0.46337,5,1,0.46337,1,1,1,50.0,34.0,6.0,,0,1,92,61.0,78.0
11842809,1,2015,0.06781,0.00591,0.88493,0.00591,0.00591,0.00591,0.00591,0.00591,0.00591,0.00591,1,1,0.88493,1,1,1,60.0,29.0,3.0,,0,0,78,,8.0
11842833,1,2015,0.00808,0.00808,0.00808,0.15181,0.00808,0.00808,0.51469,0.00808,0.27692,0.00808,3,1,0.51469,1,1,1,60.0,30.0,4.0,,0,0,74,36.0,57.0
11842876,1,2015,0.00435,0.12624,0.00435,0.00435,0.72885,0.00435,0.00435,0.06282,0.05600,0.00435,2,1,0.72885,1,1,1,90.0,30.0,4.0,,0,0,82,,54.0
11842885,1,2015,0.00435,0.00435,0.50816,0.11997,0.00435,0.00435,0.19460,0.15118,0.00435,0.00435,4,1,0.50816,1,1,1,80.0,27.0,6.0,,0,0,84,87.0,31.0
11842961,1,2015,0.00476,0.00476,0.00476,0.00476,0.07268,0.00476,0.00476,0.15933,0.73465,0.00476,2,1,0.73465,1,1,1,90.0,32.0,6.0,,0,0,87,56.0,
11843021,1,2015,0.00625,0.00625,0.08400,0.00625,0.00625,0.00625,0.00625,0.00625,0.86600,0.00625,1,1,0.86600,1,1,1,60.0,28.0,4.0,,0,0,90,0.0,0.0
11843134,1,2015,0.00719,0.00719,0.00719,0.00719,0.00719,0.00719,0.82261,0.11991,0.00719,0.00719,2,1,0.82261,1,1,1,50.0,27.0,3.0,,0,0,79,24.0,
11843187,1,2015,0.00380,0.04530,0.00380,0.23216,0.00380,0.00380,0.00380,0.00380,0.69596,0.00380,2,1,0.69596,1,1,1,50.0,33.0,3.0,,0,0,80,,30.0
11843550,1,2015,0.00437,0.00437,0.07326,0.81193,0.00437,0.00437,0.00437,0.00437,0.00437,0.08424,1,1,0.81193,1,1,1,60.0,29.0,4.0,,0,0,84,75.0,93.0
11843567,1,2015,0.00557,0.00557,0.08458,0.00557,0.00557,0.00557,0.87083,0.00557,0.00557,0.00557,1,1,0.87083,1,1,1,60.0,34.0,5.0,,0,0,81,68.0,61.0
11843642,1,2015,0.00380,0.00380,0.48726,0.00381,0.00380,0.00380,0.48230,0.00381,0.00381,0.00380,2,2,0.48726,1,1,1,70.0,27.0,6.0,,0,0,77,26.0,
11843694,1,2015,0.88782,0.00436,0.07734,0.00435,0.00435,0.00435,0.00436,0.00436,0.00436,0.00435,1,1,0.88782,1,1,1,50.0,26.0,4.0,,0,0,74,48.0,36.0
11843713,1,2015,0.00435,0.00435,0.00435,0.83145,0.00435,0.00435,0.13376,0.00435,0.00435,0.00435,2,1,0.83145,1,1,1,70.0,29.0,4.0,,0,0,92,13.0,7.0
11843836,1,2015,0.00448,0.00448,0.00448,0.67998,0.00448,0.00448,0.00448,0.00448,0.28420,0.00448,2,1,0.67998,1,1,1,80.0,20.0,5.0,,0,0,66,20.0,9.0
11844461,1,2015,0.01250,0.01250,0.01250,0.01250,0.50392,0.01250,0.01251,0.39607,0.01250,0.01250,2,2,0.50392,1,1,1,60.0,28.0,7.0,,0,1,92,,5.0
11844527,1,2015,0.00381,0.00381,0.26728,0.00381,0.39970,0.00381,0.08660,0.10952,0.11786,0.00381,4,1,0.39970,1,1,1,80.0,28.0,4.0,,0,0,86,4.0,9.0
11844584,1,2015,0.18303,0.00556,0.00556,0.00556,0.00556,0.33801,0.15231,0.09669,0.14654,0.06117,4,1,0.33801,1,1,1,80.0,25.0,5.0,,0,0,91,23.0,57.0
11844628,1,2015,0.04975,0.00398,0.00398,0.05520,0.00398,0.00398,0.56604,0.30511,0.00398,0.00398,2,2,0.56604,1,1,1,70.0,28.0,6.0,,0,0,86,0.0,35.0
11844653,1,2015,0.13976,0.04228,0.10323,0.00385,0.00385,0.35018,0.15344,0.00385,0.19573,0.00385,5,1,0.35018,1,1,1,70.0,25.0,5.0,,0,0,79,82.0,68.0
11844719,1,2015,0.00455,0.18807,0.05766,0.05632,0.00455,0.00455,0.67066,0.00455,0.00455,0.00455,2,1,0.67066,1,1,0,20.0,28.0,,93.0,0,0,0,34.0,27.0
11844801,1,2015,0.00417,0.00417,0.14865,0.00417,0.00417,0.00417,0.00417,0.00417,0.81801,0.00417,2,1,0.81801,1,1,1,60.0,31.0,3.0,,0,0,74,72.0,20.0
11844995,1,2015,0.00400,0.08167,0.00400,0.00400,0.19673,0.00400,0.04958,0.00401,0.00401,0.64798,2,1,0.64798,1,1,0,80.0,27.0,4.0,,0,0,0,,11.0
11845190,1,2015,0.00436,0.00436,0.00436,0.07335,0.67239,0.04792,0.18020,0.00436,0.00436,0.00436,2,1,0.67239,1,1,1,50.0,31.0,4.0,,0,0,73,33.0,55.0
11845193,1,2015,0.00338,0.00338,0.10818,0.15554,0.00338,0.00338,0.00338,0.00338,0.71265,0.00338,3,1,0.71265,1,1,0,80.0,27.0,3.0,,0,0,0,,6.0
11845311,1,2015,0.00715,0.00715,0.15782,0.00715,0.22206,0.00714,0.00715,0.40327,0.17398,0.00715,4,1,0.40327,1,1,1,50.0,30.0,4.0,,0,0,84,37.0,56.0
11845425,1,2015,0.00833,0.00833,0.00834,0.17498,0.00834,0.34167,0.00833,0.18831,0.24502,0.00834,4,1,0.34167,1,1,1,70.0,33.0,5.0,,0,0,87,50.0,44.0
11845816,1,2015,0.13746,0.01250,0.01250,0.01250,0.01250,0.38753,0.38750,0.01250,0.01250,0.01250,3,2,0.38753,1,1,1,70.0,29.0,5.0,,0,0,68,,0.0
11845926,1,2015,0.60023,0.13434,0.00556,0.00556,0.22654,0.00556,0.00556,0.00556,0.00556,0.00556,3,1,0.60023,1,1,1,60.0,28.0,4.0,,0,0,82,,66.0
11846286,1,2015,0.00523,0.00523,0.00523,0.00523,0.40228,0.00523,0.34861,0.21252,0.00523,0.00523,3,2,0.40228,1,1,1,60.0,32.0,3.0,,0,0,85,7.0,25.0
11846316,1,2015,0.01112,0.01112,0.01112,0.01112,0.01112,0.01112,0.23314,0.67791,0.01112,0.01112,2,1,0.67791,1,1,1,60.0,32.0,4.0,,0,0,76,,0.0
11846341,1,2015,0.00841,0.00841,0.00841,0.00841,0.74232,0.00841,0.00841,0.19040,0.00841,0.00841,2,1,0.74232,1,1,1,60.0,26.0,3.0,,0,0,88,83.0,85.0
11846439,1,2015,0.07074,0.00477,0.00477,0.00477,0.74320,0.00477,0.00477,0.00477,0.15266,0.00477,2,1,0.74320,1,1,1,80.0,28.0,5.0,,0,0,84,,50.0
11846480,1,2015,0.00391,0.11068,0.00391,0.00391,0.00391,0.00391,0.66080,0.20115,0.00391,0.00391,3,1,0.66080,1,1,1,80.0,38.0,6.0,,0,0,87,74.0,62.0
11846627,1,2015,0.03866,0.00313,0.72724,0.00313,0.00313,0.00313,0.00313,0.16945,0.04587,0.00313,2,1,0.72724,1,1,1,60.0,27.0,5.0,,0,0,73,55.0,53.0
11846665,1,2015,0.00661,0.36655,0.24856,0.00661,0.00661,0.00661,0.33863,0.00661,0.00661,0.00661,3,2,0.36655,1,1,1,90.0,24.0,4.0,,0,0,89,5.0,13.0
11846746,1,2015,0.00721,0.00721,0.16493,0.00721,0.00721,0.00721,0.00721,0.00721,0.77738,0.00721,2,1,0.77738,1,1,1,50.0,28.0,5.0,,0,0,77,17.0,9.0
11846946,1,2015,0.00436,0.00436,0.00436,0.00436,0.00436,0.04799,0.00436,0.13520,0.00436,0.78628,2,1,0.78628,1,1,1,70.0,27.0,8.0,,0,0,87,65.0,63.0
11846993,1,2015,0.00500,0.05577,0.68307,0.00500,0.00500,0.00500,0.00500,0.15928,0.07188,0.00500,2,1,0.68307,1,1,1,70.0,39.0,6.0,,0,0,85,56.0,86.0
11847186,1,2015,0.01250,0.33923,0.01250,0.56076,0.01250,0.01250,0.01250,0.01250,0.01250,0.01250,2,2,0.56076,1,1,0,70.0,23.0,2.0,,0,0,0,0.0,78.0
11847197,1,2015,0.10000,0.10000,0.10000,0.10000,0.10000,0.10001,0.10000,0.10000,0.10000,0.10000,2,0,0.10001,1,1,0,60.0,35.0,3.0,,0,0,0,83.0,88.0
11847349,1,2015,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.90999,0.01000,0.01000,0.01000,1,1,0.90999,1,1,1,70.0,34.0,3.0,,0,0,78,0.0,20.0
11847375,1,2015,0.00457,0.00457,0.00457,0.82494,0.00457,0.00457,0.00457,0.13849,0.00457,0.00457,2,1,0.82494,1,1,1,80.0,32.0,8.0,,0,0,90,85.0,91.0
11847377,1,2015,0.00668,0.00668,0.00668,0.20966,0.00668,0.00668,0.21686,0.09124,0.00669,0.44215,3,1,0.44215,1,1,1,50.0,31.0,4.0,,0,0,79,2.0,7.0
11847684,1,2015,0.00500,0.00500,0.00500,0.00500,0.06804,0.00500,0.00500,0.00500,0.89196,0.00500,1,1,0.89196,1,1,1,50.0,26.0,4.0,,0,0,76,36.0,25.0
11847784,1,2015,0.00642,0.00642,0.24371,0.00642,0.51153,0.00642,0.13489,0.00642,0.00642,0.07136,3,1,0.51153,1,1,1,50.0,33.0,5.0,,0,0,81,53.0,41.0
11847954,1,2015,0.00429,0.00429,0.00429,0.53022,0.09460,0.00429,0.25225,0.09719,0.00429,0.00429,2,1,0.53022,1,1,1,70.0,27.0,3.0,,0,0,72,8.0,8.0
11848183,1,2015,0.00346,0.00346,0.04881,0.11028,0.81671,0.00346,0.00346,0.00346,0.00346,0.00346,2,1,0.81671,1,1,1,70.0,30.0,4.0,,0,0,91,34.0,62.0
11848224,1,2015,0.00355,0.00355,0.00355,0.05875,0.09363,0.00355,0.06410,0.69735,0.06842,0.00355,1,1,0.69735,1,1,1,80.0,38.0,7.0,,0,0,81,31.0,33.0
11848280,1,2015,0.00357,0.00357,0.09514,0.38024,0.00357,0.00357,0.37005,0.13313,0.00357,0.00357,3,2,0.38024,1,1,1,70.0,34.0,5.0,,0,0,77,41.0,45.0
11848448,1,2015,0.00588,0.00588,0.00588,0.82550,0.00589,0.00588,0.00588,0.00589,0.00588,0.12742,2,1,0.82550,1,1,1,50.0,29.0,6.0,,0,0,80,50.0,62.0
11848478,1,2015,0.00476,0.24432,0.00476,0.13465,0.13395,0.00476,0.00477,0.21275,0.20287,0.05239,5,0,0.24432,1,1,1,50.0,32.0,5.0,,0,0,77,,0.0
11848573,1,2015,0.00714,0.00714,0.00714,0.00714,0.00714,0.00714,0.85531,0.08755,0.00714,0.00714,1,1,0.85531,1,1,1,60.0,32.0,4.0,,0,0,81,70.0,
