Size: 744
know) 192 (0.258)
want) 157 (0.211)
appreciate) 146 (0.196)
choose) 145 (0.195)
give) 130 (0.175)
many) 128 (0.172)
get) 103 (0.138)
learn) 101 (0.136)
make) 96 (0.129)
come) 95 (0.128)
go) 93 (0.125)
love) 92 (0.124)
help) 91 (0.122)
take) 88 (0.118)
great) 86 (0.116)
see) 83 (0.112)
care) 81 (0.109)
believe) 80 (0.108)
need) 80 (0.108)
achieve) 78 (0.105)
try) 77 (0.103)
good) 73 (0.098)
show) 72 (0.097)
fight) 67 (0.090)
much) 66 (0.089)
manage) 64 (0.086)
continue) 64 (0.086)
lead) 64 (0.086)
difficult) 64 (0.086)
strong) 61 (0.082)
live) 60 (0.081)
succeed) 60 (0.081)
say) 56 (0.075)
strive) 55 (0.074)
look) 54 (0.073)
happy) 51 (0.069)
reach) 51 (0.069)
stand) 51 (0.069)
human) 48 (0.065)
optimistic) 47 (0.063)
high) 47 (0.063)
hard) 44 (0.059)
work) 43 (0.058)
think) 43 (0.058)
become) 42 (0.056)
possible) 41 (0.055)
find) 41 (0.055)
seem) 40 (0.054)
new) 39 (0.052)
develop) 39 (0.052)
different) 39 (0.052)
bring) 38 (0.051)
first) 37 (0.050)
amazing) 37 (0.050)
personal) 37 (0.050)
inspire) 36 (0.048)
able) 36 (0.048)
put) 36 (0.048)
set) 35 (0.047)
understand) 35 (0.047)
improve) 35 (0.047)
whole) 34 (0.046)
successful) 34 (0.046)
really_appreciate) 34 (0.046)
true) 34 (0.046)
big) 34 (0.046)
smart) 33 (0.044)
right) 33 (0.044)
start) 33 (0.044)
teach) 32 (0.043)
speak) 32 (0.043)
professional) 31 (0.042)
keep) 31 (0.042)
full) 31 (0.042)
create) 30 (0.040)
follow) 29 (0.039)
decide) 29 (0.039)
well) 29 (0.039)
tell) 29 (0.039)
act) 29 (0.039)
happen) 28 (0.038)
brave) 28 (0.038)
significant) 28 (0.038)
grow) 28 (0.038)
feel) 28 (0.038)
prove) 27 (0.036)
play) 27 (0.036)
afraid) 26 (0.035)
contribute) 26 (0.035)
describe) 26 (0.035)
social) 25 (0.034)
smile) 25 (0.034)
accept) 25 (0.034)
small) 25 (0.034)
express) 25 (0.034)
little) 25 (0.034)
change) 25 (0.034)
remain) 25 (0.034)
humble) 25 (0.034)
bad) 25 (0.034)
write) 24 (0.032)
stay) 23 (0.031)
simple) 23 (0.031)
enjoy) 23 (0.031)
consider) 23 (0.031)
read) 23 (0.031)
realistic) 22 (0.030)
charismatic) 22 (0.030)
honest) 22 (0.030)
serve) 22 (0.030)
listen) 22 (0.030)
do) 22 (0.030)
creative) 22 (0.030)
lose) 21 (0.028)
receive) 21 (0.028)
represent) 21 (0.028)
ask) 21 (0.028)
