id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11482036,0,2015,0.15782,0.00587,0.00587,0.00587,0.00587,0.00587,0.79526,0.00587,0.00587,0.00587,2,1,0.79526,1,3,1,10.0,,,93.0,0,0,87,0.0,
11483624,1,2015,0.10006,0.11247,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.70246,0.05503,3,1,0.70246,1,3,1,60.0,32.0,,94.0,0,0,90,14.0,
11484512,1,2015,0.14376,0.51382,0.00587,0.00587,0.00587,0.00587,0.30133,0.00587,0.00587,0.00587,3,2,0.51382,1,3,1,50.0,26.0,,93.0,0,0,80,,
11495303,1,2015,0.00500,0.05506,0.00500,0.00500,0.00500,0.40029,0.19219,0.00500,0.32248,0.00500,3,2,0.40029,1,3,1,80.0,26.0,5.0,,0,0,84,7.0,
11519970,0,2015,0.00550,0.00550,0.00550,0.78111,0.00550,0.00550,0.00550,0.00550,0.00550,0.17487,2,1,0.78111,1,3,1,70.0,,,93.0,0,0,81,43.0,
11521799,0,2015,0.00345,0.00345,0.03790,0.00345,0.00345,0.00345,0.89268,0.00345,0.04526,0.00345,1,1,0.89268,1,3,1,40.0,,,94.0,0,0,86,91.0,
11557901,0,2015,0.00525,0.05815,0.00525,0.00525,0.00525,0.00525,0.00525,0.00525,0.89986,0.00525,1,1,0.89986,1,3,1,80.0,,,93.0,0,0,82,23.0,
11562218,1,2015,0.18694,0.13122,0.00625,0.29197,0.00625,0.00625,0.35236,0.00625,0.00625,0.00625,4,1,0.35236,1,3,1,70.0,25.0,,92.0,0,0,73,4.0,
11567348,0,2015,0.00526,0.48049,0.00527,0.00526,0.05788,0.00526,0.31094,0.00526,0.00527,0.11910,3,2,0.48049,1,3,1,90.0,,,93.0,0,0,78,50.0,
11576177,1,2015,0.57160,0.00476,0.00476,0.00476,0.00476,0.00476,0.27862,0.00476,0.00476,0.11647,3,1,0.57160,1,3,1,60.0,23.0,,93.0,0,0,84,0.0,
11576934,1,2015,0.11600,0.00769,0.00769,0.00769,0.16153,0.00769,0.33335,0.34295,0.00770,0.00769,4,2,0.34295,1,3,1,70.0,22.0,,92.0,0,0,80,9.0,
11577163,1,2015,0.00463,0.00463,0.00463,0.06422,0.05161,0.00463,0.80450,0.05191,0.00463,0.00463,1,1,0.80450,1,3,1,80.0,28.0,,93.0,0,0,81,8.0,
11584980,1,2015,0.25850,0.14050,0.00499,0.28697,0.00499,0.00499,0.28409,0.00499,0.00499,0.00499,4,0,0.28697,1,3,1,70.0,25.0,,94.0,0,0,81,,
11589674,1,2015,0.00476,0.00476,0.00476,0.00476,0.00476,0.00476,0.95716,0.00476,0.00476,0.00476,1,1,0.95716,1,3,1,80.0,23.0,5.0,,0,0,80,36.0,
11595300,1,2015,0.01000,0.90999,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,1,1,0.90999,1,3,1,60.0,23.0,,93.0,0,0,82,5.0,
