Size: 500
character) 335 (0.670)
person) 199 (0.398)
give) 165 (0.330)
positive) 155 (0.310)
people) 155 (0.310)
always) 154 (0.308)
know) 147 (0.294)
choose) 102 (0.204)
good) 99 (0.198)
quality) 87 (0.174)
think) 87 (0.174)
life) 83 (0.166)
believe) 83 (0.166)
thing) 83 (0.166)
man) 83 (0.166)
see) 82 (0.164)
love) 82 (0.164)
help) 80 (0.160)
also) 79 (0.158)
character_trait) 71 (0.142)
opinion) 66 (0.132)
way) 65 (0.130)
go) 64 (0.128)
even) 63 (0.126)
care) 61 (0.122)
figure) 60 (0.120)
want) 57 (0.114)
make) 56 (0.112)
take) 56 (0.112)
other) 51 (0.102)
lot) 51 (0.102)
important) 50 (0.100)
leader) 49 (0.098)
woman) 48 (0.096)
work) 48 (0.096)
fight) 48 (0.096)
mother) 47 (0.094)
goal) 46 (0.092)
great) 45 (0.090)
stand) 45 (0.090)
friend) 45 (0.090)
lead) 44 (0.088)
need) 44 (0.088)
strong) 43 (0.086)
learn) 42 (0.084)
child) 41 (0.082)
much) 41 (0.082)
value) 40 (0.080)
time) 39 (0.078)
country) 38 (0.076)
come) 38 (0.076)
many) 37 (0.074)
live) 37 (0.074)
achieve) 37 (0.074)
environment) 36 (0.072)
get) 36 (0.072)
optimistic) 35 (0.070)
first) 35 (0.070)
ability) 35 (0.070)
family) 35 (0.070)
eye) 34 (0.068)
change) 34 (0.068)
try) 34 (0.068)
manage) 32 (0.064)
strive) 30 (0.060)
world) 30 (0.060)
situation) 29 (0.058)
say) 28 (0.056)
look) 27 (0.054)
girl) 27 (0.054)
high) 27 (0.054)
year) 26 (0.052)
book) 26 (0.052)
place) 26 (0.052)
smile) 25 (0.050)
example) 25 (0.050)
succeed) 24 (0.048)
well) 23 (0.046)
humble) 23 (0.046)
desire) 23 (0.046)
state) 22 (0.044)
respect) 22 (0.044)
happy) 22 (0.044)
leadership) 22 (0.044)
smart) 21 (0.042)
support) 21 (0.042)
afraid) 21 (0.042)
story) 20 (0.040)
father) 20 (0.040)
really) 20 (0.040)
feel) 20 (0.040)
day) 19 (0.038)
courage) 19 (0.038)
never) 19 (0.038)
seem) 19 (0.038)
commander) 19 (0.038)
charismatic) 18 (0.036)
follow) 18 (0.036)
different) 18 (0.036)
difficult) 18 (0.036)
king) 18 (0.036)
idea) 18 (0.036)
imaginary) 18 (0.036)
show) 18 (0.036)
soldier) 18 (0.036)
influence) 18 (0.036)
grandfather) 17 (0.034)
dream) 17 (0.034)
responsibility) 17 (0.034)
society) 17 (0.034)
understand) 17 (0.034)
matter) 17 (0.034)
trait) 17 (0.034)
hard) 16 (0.032)
find) 16 (0.032)
contribute) 16 (0.032)
right) 16 (0.032)
realistic) 16 (0.032)
set) 16 (0.032)
knowledge) 16 (0.032)
around) 15 (0.030)
develop) 15 (0.030)
tell) 15 (0.030)
human) 15 (0.030)
brother) 15 (0.030)
gurion) 15 (0.030)
side) 15 (0.030)
enjoy) 15 (0.030)
difficulty) 15 (0.030)
end) 15 (0.030)
sweep) 15 (0.030)
addition) 15 (0.030)
assertive) 15 (0.030)
speak) 15 (0.030)
continue) 15 (0.030)
moment) 14 (0.028)
little) 14 (0.028)
sociable) 14 (0.028)
describe) 14 (0.028)
bring) 14 (0.028)
save) 14 (0.028)
whole) 14 (0.028)
accept) 14 (0.028)
heart) 14 (0.028)
listen) 14 (0.028)
confidence) 14 (0.028)
officer) 14 (0.028)
appreciate) 14 (0.028)
faith) 13 (0.026)
connect) 13 (0.026)
prime_minister) 13 (0.026)
responsible) 13 (0.026)
new) 13 (0.026)
willing) 13 (0.026)
successful) 13 (0.026)
field) 13 (0.026)
peace) 13 (0.026)
establish) 13 (0.026)
principle) 13 (0.026)
success) 13 (0.026)
personal) 13 (0.026)
read) 13 (0.026)
grandmother) 12 (0.024)
patient) 12 (0.024)
put) 12 (0.024)
calm) 12 (0.024)
talk) 12 (0.024)
sensitive) 12 (0.024)
raise) 12 (0.024)
movie) 12 (0.024)
order) 12 (0.024)
maintain) 12 (0.024)
funny) 12 (0.024)
act) 12 (0.024)
home) 12 (0.024)
open) 12 (0.024)
brave) 12 (0.024)
decide) 12 (0.024)
able) 12 (0.024)
realize) 12 (0.024)
name) 12 (0.024)
strength) 11 (0.022)
motivation) 11 (0.022)
self) 11 (0.022)
seem_positive) 11 (0.022)
part) 11 (0.022)
remember) 11 (0.022)
modesty) 11 (0.022)
today) 11 (0.022)
move) 11 (0.022)
teacher) 11 (0.022)
study) 11 (0.022)
attentive) 11 (0.022)
main) 11 (0.022)
fact) 11 (0.022)
teach) 11 (0.022)
truth) 11 (0.022)
determine) 11 (0.022)
deal) 11 (0.022)
amazing) 11 (0.022)
knows_listen) 11 (0.022)
convey) 10 (0.020)
strong_woman) 10 (0.020)
sacrifice) 10 (0.020)
do) 10 (0.020)
possible) 10 (0.020)
advocate) 10 (0.020)
kind) 10 (0.020)
start) 10 (0.020)
grow) 10 (0.020)
reality) 10 (0.020)
jewish) 10 (0.020)
ask) 10 (0.020)
modest) 10 (0.020)
entire) 10 (0.020)
last) 10 (0.020)
view) 10 (0.020)
choice) 10 (0.020)
hand) 10 (0.020)
hear) 10 (0.020)
justice) 10 (0.020)
action) 10 (0.020)
full) 10 (0.020)
fear) 10 (0.020)
course) 10 (0.020)
wisdom) 10 (0.020)
ambition) 10 (0.020)
company) 10 (0.020)
white) 9 (0.018)
herzl) 9 (0.018)
ambitious) 9 (0.018)
jewish_state) 9 (0.018)
black) 9 (0.018)
aspiration) 9 (0.018)
mistake) 9 (0.018)
meet) 9 (0.018)
front) 9 (0.018)
leave) 9 (0.018)
political) 9 (0.018)
yitzhak_rabin) 9 (0.018)
equality) 9 (0.018)
student) 9 (0.018)
professional) 9 (0.018)
weak) 9 (0.018)
serve) 9 (0.018)
age) 9 (0.018)
long) 9 (0.018)
purpose) 9 (0.018)
call) 9 (0.018)
sometimes) 9 (0.018)
play) 9 (0.018)
honest) 9 (0.018)
caring) 9 (0.018)
willpower) 9 (0.018)
invest) 9 (0.018)
point) 9 (0.018)
creative) 9 (0.018)
happen) 9 (0.018)
bad) 9 (0.018)
yet) 9 (0.018)
face) 9 (0.018)
problem) 9 (0.018)
dad) 8 (0.016)
independent) 8 (0.016)
consider) 8 (0.016)
prove) 8 (0.016)
reach) 8 (0.016)
decision) 8 (0.016)
sense) 8 (0.016)
educate) 8 (0.016)
moshe_rabbeinu) 8 (0.016)
young_age) 8 (0.016)
still) 8 (0.016)
greatly) 8 (0.016)
experience) 8 (0.016)
create) 8 (0.016)
small) 8 (0.016)
charisma) 8 (0.016)
feature) 8 (0.016)
vision) 8 (0.016)
admire) 8 (0.016)
special) 8 (0.016)
fun) 8 (0.016)
pursue) 8 (0.016)
determination) 8 (0.016)
stick) 8 (0.016)
job) 8 (0.016)
begin) 8 (0.016)
hurt) 8 (0.016)
old) 8 (0.016)
role) 8 (0.016)
express) 7 (0.014)
command) 7 (0.014)
step) 7 (0.014)
portray) 7 (0.014)
advantage) 7 (0.014)
mind) 7 (0.014)
social) 7 (0.014)
war) 7 (0.014)
run) 7 (0.014)
head) 7 (0.014)
team) 7 (0.014)
literary) 7 (0.014)
use) 7 (0.014)
shimon_pere) 7 (0.014)
serious) 7 (0.014)
belief) 7 (0.014)
excellence) 7 (0.014)
money) 7 (0.014)
beautiful) 7 (0.014)
sake) 7 (0.014)
homeland) 7 (0.014)
guy) 7 (0.014)
build) 7 (0.014)
combine) 7 (0.014)
cause) 7 (0.014)
appreciation) 7 (0.014)
historical_figure) 7 (0.014)
rabbi) 7 (0.014)
son) 7 (0.014)
wise) 7 (0.014)
history) 7 (0.014)
big) 7 (0.014)
trust) 7 (0.014)
sister) 7 (0.014)
level) 7 (0.014)
kill) 7 (0.014)
humanity) 7 (0.014)
solution) 7 (0.014)
hope) 7 (0.014)
desire_change) 6 (0.012)
antigone) 6 (0.012)
herzl_herzl) 6 (0.012)
dominant) 6 (0.012)
number) 6 (0.012)
military) 6 (0.012)
become) 6 (0.012)
like) 6 (0.012)
relationship) 6 (0.012)
approach) 6 (0.012)
land) 6 (0.012)
basis) 6 (0.012)
perseverance) 6 (0.012)
wrong) 6 (0.012)
establishment) 6 (0.012)
despite_difficultie) 6 (0.012)
characterize) 6 (0.012)
keep) 6 (0.012)
write) 6 (0.012)
task) 6 (0.012)
rabin) 6 (0.012)
thank) 6 (0.012)
sure) 6 (0.012)
rest) 6 (0.012)
fair) 6 (0.012)
one) 6 (0.012)
film) 6 (0.012)
finally) 6 (0.012)
case) 6 (0.012)
represent) 6 (0.012)
chance) 6 (0.012)
reason) 6 (0.012)
overcome) 6 (0.012)
encounter) 6 (0.012)
loyal) 6 (0.012)
generous) 6 (0.012)
mental) 6 (0.012)
martin_luther) 6 (0.012)
army) 6 (0.012)
comfortable) 6 (0.012)
