Size: 132
quality) 53 (0.402)
appreciate) 49 (0.371)
well) 32 (0.242)
many) 32 (0.242)
know) 30 (0.227)
family) 29 (0.220)
thing) 28 (0.212)
want) 26 (0.197)
show) 23 (0.174)
get) 23 (0.174)
leader) 23 (0.174)
love) 22 (0.167)
go) 22 (0.167)
child) 22 (0.167)
make) 22 (0.167)
time) 21 (0.159)
trait) 21 (0.159)
really_appreciate) 21 (0.159)
difficult) 21 (0.159)
matter) 21 (0.159)
take) 20 (0.152)
high) 20 (0.152)
figure) 20 (0.152)
choose) 20 (0.152)
country) 19 (0.144)
believe) 19 (0.144)
hard) 18 (0.136)
year) 18 (0.136)
give) 18 (0.136)
friend) 17 (0.129)
book) 17 (0.129)
much) 17 (0.129)
need) 17 (0.129)
think) 17 (0.129)
situation) 16 (0.121)
try) 16 (0.121)
goal) 16 (0.121)
value) 16 (0.121)
fight) 16 (0.121)
appreciate_qualitie) 16 (0.121)
strive) 16 (0.121)
feature) 15 (0.114)
world) 15 (0.114)
look) 15 (0.114)
care) 15 (0.114)
first) 15 (0.114)
really) 15 (0.114)
feel) 15 (0.114)
desire) 14 (0.106)
eye) 14 (0.106)
act) 14 (0.106)
say) 14 (0.106)
other) 14 (0.106)
great) 14 (0.106)
addition) 14 (0.106)
lead) 13 (0.098)
possible) 13 (0.098)
place) 13 (0.098)
help) 13 (0.098)
hand) 13 (0.098)
change) 12 (0.091)
learn) 12 (0.091)
sacrifice) 12 (0.091)
good) 12 (0.091)
see) 12 (0.091)
strength) 12 (0.091)
example) 12 (0.091)
musk) 11 (0.083)
grandfather) 11 (0.083)
maintain) 11 (0.083)
work) 11 (0.083)
face) 11 (0.083)
human) 11 (0.083)
player) 11 (0.083)
receive) 11 (0.083)
never) 11 (0.083)
society) 11 (0.083)
respect) 11 (0.083)
right) 11 (0.083)
describe) 10 (0.076)
run) 10 (0.076)
commander) 10 (0.076)
tell) 10 (0.076)
smile) 10 (0.076)
live) 10 (0.076)
courage) 10 (0.076)
coach) 10 (0.076)
state) 10 (0.076)
stand) 10 (0.076)
small) 10 (0.076)
real) 9 (0.068)
achieve) 9 (0.068)
youth) 9 (0.068)
still) 9 (0.068)
come) 9 (0.068)
level) 9 (0.068)
leadership) 9 (0.068)
continue) 9 (0.068)
brother) 9 (0.068)
put) 9 (0.068)
death) 8 (0.061)
experience) 8 (0.061)
inspire) 8 (0.061)
establish) 8 (0.061)
willing) 8 (0.061)
keep) 8 (0.061)
strong) 8 (0.061)
moshe_rabbeinu) 8 (0.061)
raise) 8 (0.061)
mission) 8 (0.061)
full) 8 (0.061)
challenge) 8 (0.061)
manage) 8 (0.061)
sense) 8 (0.061)
let) 8 (0.061)
dream) 8 (0.061)
ability) 8 (0.061)
story) 8 (0.061)
humble) 8 (0.061)
loyalty) 7 (0.053)
read) 7 (0.053)
reach) 7 (0.053)
personal) 7 (0.053)
self) 7 (0.053)
personal_example) 7 (0.053)
achievement) 7 (0.053)
especially) 7 (0.053)
influence) 7 (0.053)
guy) 7 (0.053)
atticus) 7 (0.053)
order) 7 (0.053)
reason) 7 (0.053)
head) 7 (0.053)
afraid) 7 (0.053)
demand) 7 (0.053)
sweep) 7 (0.053)
stop) 7 (0.053)
main) 7 (0.053)
front) 7 (0.053)
problem) 7 (0.053)
today) 7 (0.053)
fact) 7 (0.053)
woman) 7 (0.053)
big) 7 (0.053)
age) 7 (0.053)
successful) 7 (0.053)
excellence) 7 (0.053)
sister) 6 (0.045)
case) 6 (0.045)
brave) 6 (0.045)
optimistic) 6 (0.045)
