id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11673049,0,2015,0.00385,0.00385,0.00385,0.20214,0.00385,0.00385,0.00385,0.76705,0.00385,0.00385,2,1,0.76705,0,0,0,70.0,,,94.0,0,0,0,0.0,
11678446,0,2015,0.00527,0.00527,0.13917,0.22342,0.00527,0.00527,0.00527,0.60052,0.00527,0.00527,3,1,0.60052,0,0,0,80.0,,,94.0,0,0,0,,
11785168,0,2015,0.00456,0.00456,0.95897,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,1,1,0.95897,0,0,0,60.0,,,93.0,0,0,0,73.0,
11786118,0,2015,0.00833,0.00833,0.00833,0.92499,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,1,1,0.92499,0,0,0,70.0,,,93.0,0,0,0,29.0,
11787831,0,2015,0.00455,0.00455,0.73018,0.23345,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,2,1,0.73018,0,0,0,90.0,,,92.0,0,0,0,13.0,
11843827,0,2015,0.00346,0.03799,0.00346,0.81340,0.00346,0.00346,0.00346,0.05353,0.00346,0.07433,1,1,0.81340,0,0,0,70.0,,6.0,,0,0,0,7.0,
11843988,0,2015,0.00500,0.00500,0.21335,0.00500,0.74664,0.00500,0.00500,0.00500,0.00500,0.00500,2,1,0.74664,0,0,0,60.0,,4.0,,0,0,0,0.0,0.0
11844276,0,2015,0.00358,0.04071,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.93067,0.00358,1,1,0.93067,0,0,0,50.0,,4.0,,0,0,0,54.0,58.0
11844373,0,2015,0.08745,0.00477,0.06634,0.00477,0.07564,0.57567,0.00477,0.17104,0.00477,0.00477,2,1,0.57567,0,0,0,70.0,,5.0,,0,0,0,5.0,
11845667,0,2015,0.73852,0.00435,0.00435,0.00435,0.18097,0.00435,0.00435,0.00435,0.00435,0.05007,2,1,0.73852,0,0,0,60.0,,3.0,,0,0,0,5.0,3.0
11846004,0,2015,0.06951,0.00477,0.45374,0.00478,0.00477,0.00477,0.00477,0.44332,0.00477,0.00477,2,2,0.45374,0,0,0,70.0,,4.0,,0,0,0,33.0,
11846200,0,2015,0.41472,0.00400,0.19708,0.00400,0.00400,0.00400,0.08693,0.15385,0.12740,0.00400,4,1,0.41472,0,0,0,50.0,,4.0,,0,0,0,0.0,0.0
11846277,0,2015,0.00371,0.00371,0.00371,0.00371,0.96665,0.00371,0.00371,0.00371,0.00371,0.00371,1,1,0.96665,0,0,0,80.0,,6.0,,0,0,0,0.0,
11847363,0,2015,0.00435,0.04786,0.07292,0.00435,0.00435,0.00435,0.00435,0.84876,0.00435,0.00435,1,1,0.84876,0,0,0,60.0,,5.0,,0,0,0,38.0,
11847448,0,2015,0.00909,0.00909,0.00909,0.30240,0.62486,0.00909,0.00909,0.00909,0.00909,0.00909,2,2,0.62486,0,0,0,60.0,,7.0,,0,0,0,47.0,0.0
11848309,0,2015,0.01111,0.01111,0.01111,0.89999,0.01111,0.01111,0.01111,0.01111,0.01111,0.01111,1,1,0.89999,0,0,0,60.0,,2.0,,0,0,0,0.0,
