Size: 3196
know) 765 (0.239)
choose) 623 (0.195)
believe) 299 (0.094)
many) 298 (0.093)
care) 283 (0.089)
strong) 258 (0.081)
take) 250 (0.078)
give) 241 (0.075)
want) 237 (0.074)
love) 225 (0.070)
go) 219 (0.069)
great) 203 (0.064)
learn) 199 (0.062)
seem) 193 (0.060)
get) 189 (0.059)
need) 184 (0.058)
see) 184 (0.058)
smart) 184 (0.058)
lead) 183 (0.057)
try) 180 (0.056)
help) 166 (0.052)
manage) 161 (0.050)
responsible) 157 (0.049)
come) 157 (0.049)
succeed) 154 (0.048)
look) 154 (0.048)
live) 149 (0.047)
fight) 148 (0.046)
make) 147 (0.046)
think) 146 (0.046)
optimistic) 141 (0.044)
high) 134 (0.042)
afraid) 134 (0.042)
difficult) 132 (0.041)
say) 126 (0.039)
charismatic) 125 (0.039)
find) 120 (0.038)
strive) 117 (0.037)
work) 112 (0.035)
first) 108 (0.034)
stand) 106 (0.033)
describe) 105 (0.033)
realistic) 103 (0.032)
achieve) 97 (0.030)
continue) 96 (0.030)
willing) 96 (0.030)
show) 96 (0.030)
imaginary) 94 (0.029)
different) 94 (0.029)
personal) 94 (0.029)
professional) 92 (0.029)
contribute) 91 (0.028)
appreciate) 91 (0.028)
humble) 91 (0.028)
good) 90 (0.028)
sociable) 88 (0.028)
brave) 87 (0.027)
understand) 87 (0.027)
happy) 86 (0.027)
bring) 85 (0.027)
act) 84 (0.026)
much) 80 (0.025)
sensitive) 78 (0.024)
right) 78 (0.024)
successful) 77 (0.024)
decide) 76 (0.024)
reach) 76 (0.024)
follow) 75 (0.023)
honest) 75 (0.023)
serve) 75 (0.023)
become) 73 (0.023)
listen) 73 (0.023)
educate) 71 (0.022)
jewish) 70 (0.022)
ambitious) 70 (0.022)
express) 70 (0.022)
possible) 70 (0.022)
whole) 68 (0.021)
accept) 68 (0.021)
put) 68 (0.021)
able) 68 (0.021)
teach) 67 (0.021)
save) 67 (0.021)
assertive) 65 (0.020)
hear) 65 (0.020)
creative) 65 (0.020)
amazing) 63 (0.020)
use) 63 (0.020)
feel) 63 (0.020)
smile) 62 (0.019)
develop) 62 (0.019)
social) 61 (0.019)
connect) 60 (0.019)
bad) 60 (0.019)
establish) 60 (0.019)
funny) 59 (0.018)
create) 59 (0.018)
grow) 59 (0.018)
let) 58 (0.018)
maintain) 57 (0.018)
attentive) 57 (0.018)
tell) 57 (0.018)
caring) 57 (0.018)
new) 56 (0.018)
special) 56 (0.018)
little) 55 (0.017)
