id,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11571929,0.00000,0.00000,0.00000,0.00000,0.00000,0.94349,0.00000,0.00000,0.00000,0.00000,1,1,0.94349,0,0,0,80.0,21.0,,93.0,0,0,0,3.0,
11587879,0.00000,0.00000,0.00000,0.00000,0.00000,0.93973,0.00000,0.00000,0.00000,0.00000,1,1,0.93973,0,0,0,90.0,31.0,,94.0,0,0,0,7.0,
11605717,0.01006,0.01007,0.01007,0.01006,0.01007,0.90942,0.01006,0.01006,0.01006,0.01006,1,1,0.90942,0,0,0,30.0,25.0,,93.0,0,0,0,0.0,
11673049,0.00000,0.00000,0.00000,0.00000,0.00000,0.95897,0.00000,0.00000,0.00000,0.00000,1,1,0.95897,0,0,0,70.0,,,94.0,0,0,0,0.0,
11676721,0.00000,0.20490,0.00000,0.00000,0.00000,0.75863,0.00000,0.00000,0.00000,0.00000,2,1,0.75863,0,0,0,70.0,25.0,,94.0,0,0,0,,
11678446,0.00000,0.00000,0.00000,0.00000,0.00000,0.93036,0.00000,0.00000,0.00000,0.00000,1,1,0.93036,0,0,0,80.0,,,94.0,0,0,0,,
11679632,0.01002,0.01002,0.01002,0.01002,0.01002,0.90984,0.01002,0.01002,0.01002,0.01002,1,1,0.90984,0,0,0,60.0,25.0,,,1,0,0,31.0,
11782088,0.00000,0.00000,0.19299,0.00000,0.00000,0.77054,0.00000,0.00000,0.00000,0.00000,2,1,0.77054,0,0,0,90.0,33.0,,93.0,0,0,0,19.0,
11783106,0.00000,0.00000,0.00000,0.00000,0.00000,0.96078,0.00000,0.00000,0.00000,0.00000,1,1,0.96078,0,0,0,90.0,26.0,,93.0,0,0,0,,
11783171,0.00000,0.00000,0.00000,0.00000,0.00000,0.95889,0.00000,0.00000,0.00000,0.00000,1,1,0.95889,0,0,0,80.0,29.0,,94.0,0,0,0,22.0,
11783692,0.00000,0.00000,0.00000,0.00000,0.00000,0.93975,0.00000,0.00000,0.00000,0.00000,1,1,0.93975,0,0,0,90.0,24.0,,,1,0,0,6.0,
11784016,0.00000,0.00000,0.00000,0.00000,0.00000,0.96520,0.00000,0.00000,0.00000,0.00000,1,1,0.96520,0,0,0,70.0,32.0,2.0,,0,0,0,3.0,
11785168,0.00000,0.00000,0.00000,0.00000,0.00000,0.94968,0.00000,0.00000,0.00000,0.00000,1,1,0.94968,0,0,0,60.0,,,93.0,0,0,0,73.0,
11785293,0.00000,0.00000,0.00000,0.00000,0.00000,0.95472,0.00000,0.00000,0.00000,0.00000,1,1,0.95472,0,0,0,60.0,26.0,4.0,,0,0,0,,
11786118,0.01434,0.01435,0.01435,0.01435,0.01435,0.87090,0.01434,0.01434,0.01435,0.01434,1,1,0.87090,0,0,0,70.0,,,93.0,0,0,0,29.0,
11786597,0.01003,0.01003,0.01003,0.01003,0.01004,0.90971,0.01003,0.01003,0.01003,0.01003,1,1,0.90971,0,0,0,50.0,25.0,4.0,,0,0,0,0.0,
11787022,0.01257,0.01258,0.01258,0.01258,0.01258,0.88682,0.01257,0.01257,0.01258,0.01257,1,1,0.88682,0,0,0,60.0,33.0,,93.0,0,0,0,38.0,
11787463,0.00000,0.00000,0.00000,0.00000,0.00000,0.94682,0.00000,0.00000,0.00000,0.00000,1,1,0.94682,0,0,0,40.0,28.0,3.0,,0,0,0,72.0,65.0
11787831,0.00000,0.00000,0.00000,0.00000,0.00000,0.93963,0.00000,0.00000,0.00000,0.00000,1,1,0.93963,0,0,0,90.0,,,92.0,0,0,0,13.0,
11788668,0.01117,0.01118,0.01117,0.01117,0.01117,0.89946,0.01117,0.01117,0.01117,0.01117,1,1,0.89946,0,0,0,60.0,33.0,4.0,,0,0,0,15.0,0.0
11788841,0.00000,0.00000,0.00000,0.00000,0.00000,0.95885,0.00000,0.00000,0.00000,0.00000,1,1,0.95885,0,0,0,60.0,29.0,,93.0,0,0,0,27.0,
11789575,0.00000,0.00000,0.00000,0.00000,0.00000,0.93538,0.00000,0.00000,0.00000,0.00000,1,1,0.93538,0,0,0,50.0,31.0,,,1,0,0,,42.0
11789901,0.00000,0.39259,0.29930,0.00000,0.00000,0.24434,0.00000,0.00000,0.00000,0.00000,3,1,0.39259,0,0,0,60.0,35.0,5.0,,0,0,0,47.0,46.0
11789903,0.00000,0.00000,0.11214,0.00000,0.00000,0.82616,0.00000,0.00000,0.00000,0.00000,2,1,0.82616,0,0,0,60.0,33.0,2.0,,0,0,0,,0.0
11789934,0.02003,0.81973,0.02003,0.02004,0.02003,0.02004,0.02003,0.02003,0.02003,0.02003,1,1,0.81973,0,0,0,60.0,28.0,4.0,,0,0,0,,14.0
11790069,0.00000,0.00000,0.00000,0.00000,0.00000,0.94688,0.00000,0.00000,0.00000,0.00000,1,1,0.94688,0,0,0,80.0,31.0,,,1,0,0,,18.0
11843068,0.00000,0.00000,0.00000,0.00000,0.00000,0.93523,0.00000,0.00000,0.00000,0.00000,1,1,0.93523,0,0,0,60.0,31.0,5.0,,0,0,0,20.0,
11843163,0.01117,0.01117,0.01117,0.01117,0.01117,0.89948,0.01117,0.01117,0.01117,0.01117,1,1,0.89948,0,0,0,50.0,25.0,3.0,,0,0,0,5.0,7.0
11843465,0.00000,0.00000,0.00000,0.00000,0.00000,0.93058,0.00000,0.00000,0.00000,0.00000,1,1,0.93058,0,0,0,40.0,29.0,3.0,,0,0,0,27.0,8.0
11843542,0.00000,0.00000,0.00000,0.00000,0.00000,0.94971,0.00000,0.00000,0.00000,0.00000,1,1,0.94971,0,0,0,70.0,32.0,,,1,0,0,29.0,
11843718,0.01430,0.01431,0.01431,0.01431,0.01431,0.87125,0.01430,0.01430,0.01431,0.01430,1,1,0.87125,0,0,0,80.0,28.0,5.0,,0,0,0,50.0,53.0
11843782,0.00000,0.00000,0.00000,0.00000,0.00000,0.96385,0.00000,0.00000,0.00000,0.00000,1,1,0.96385,0,0,0,60.0,34.0,4.0,,0,0,0,69.0,69.0
11843827,0.00000,0.00000,0.00000,0.00000,0.00000,0.96236,0.00000,0.00000,0.00000,0.00000,1,1,0.96236,0,0,0,70.0,,6.0,,0,0,0,7.0,
11843988,0.00000,0.00000,0.00000,0.00000,0.27221,0.68053,0.00000,0.00000,0.00000,0.00000,2,1,0.68053,0,0,0,60.0,,4.0,,0,0,0,0.0,0.0
11844003,0.00000,0.00000,0.00000,0.00000,0.00000,0.94355,0.00000,0.00000,0.00000,0.00000,1,1,0.94355,0,0,0,60.0,34.0,3.0,,0,0,0,4.0,
11844276,0.00000,0.00000,0.00000,0.00000,0.19301,0.77482,0.00000,0.00000,0.00000,0.00000,2,1,0.77482,0,0,0,50.0,,4.0,,0,0,0,54.0,58.0
11844286,0.00000,0.00000,0.00000,0.00000,0.00000,0.95481,0.00000,0.00000,0.00000,0.00000,1,1,0.95481,0,0,0,70.0,30.0,,,1,0,0,,0.0
11844373,0.00000,0.04078,0.00000,0.00000,0.00000,0.92572,0.00000,0.00000,0.00000,0.00000,1,1,0.92572,0,0,0,70.0,,5.0,,0,0,0,5.0,
11844417,0.00000,0.00000,0.00000,0.00000,0.00000,0.94975,0.00000,0.00000,0.00000,0.00000,1,1,0.94975,0,0,0,80.0,30.0,4.0,,0,0,0,14.0,
11844440,0.00000,0.00000,0.00000,0.00000,0.00000,0.94684,0.00000,0.00000,0.00000,0.00000,1,1,0.94684,0,0,0,50.0,27.0,3.0,,0,0,0,60.0,
